"Cost","Endogeneity","Det_OptGap","DLow","DHigh","ExogMyp_Gap","EMypLow","EMypHigh","ExogOpt_Gap","EOptLow","EOptHigh","x","ShelfLife","scale"
"[100, 1, 20, 20]","[1, 0.5, -0.25, -0.15]",34,34,34,15.621676172756,15.0644838608599,16.1788684846521,10.0808254767552,9.59004818825018,10.5716027652603,5,"Exogenous",34
"[100, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",34,34,34,12.1009714813971,11.5194447637927,12.6824981990014,9.43604995883543,8.89728629364577,9.97481362402508,5,"Exogenous",34
"[100, 1, 20, 20]","[1, 0.5, -0.15, -0.05]",34,34,34,3.89967467081268,3.40151352353698,4.39783581808838,3.90224179451915,3.40424756554543,4.40023602349287,5,"Exogenous",34
"[100, 1, 20, 80]","[1, 0.5, -0.4, -0.3]",34,34,34,0,0,0,0,0,0,6,"Exogenous",34
"[100, 1, 20, 80]","[1, 0.5, -0.35, -0.25]",34,34,34,0,0,0,0,0,0,6,"Exogenous",34
"[100, 1, 20, 80]","[1, 0.5, -0.3, -0.2]",34,34,34,0.466135026377736,0.148722723105106,0.783547329650365,1.63284207120367,1.40656057450945,1.8591235678979,6,"Exogenous",34
"[100, 1, 20, 80]","[1, 0.5, -0.25, -0.15]",34,34,34,2.78608020117004,2.36393637670047,3.2082240256396,7.52197790866587,6.9161031765775,8.12785264075424,6,"Exogenous",34
"[100, 1, 20, 80]","[1, 0.5, -0.2, -0.1]",34,34,34,5.74469995726723,5.17747927498172,6.31192063955274,5.74469995726723,5.17747927498172,6.31192063955274,6,"Exogenous",34
"[100, 1, 20, 80]","[1, 0.5, -0.15, -0.05]",34,34,34,2.26582834369928,1.83754776591257,2.69410892148599,2.23464312027854,1.80959988492121,2.65968635563587,6,"Exogenous",34
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",34,34,34,0.598551184883559,0.119391786471928,1.07771058329519,0.747297569175653,0.255458702821547,1.23913643552976,1,"Exogenous",34
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",34,34,34,0.220018049112233,-0.0333605660450643,0.47339666426953,0.23953064848712,-0.0162446262284033,0.495305923202643,1,"Exogenous",34
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",34,34,34,0.927499969745784,0.46152329950794,1.39347663998363,0.77354286765731,0.312203012111845,1.23488272320277,2,"Exogenous",34
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",34,34,34,0.697777977961311,0.236651625354876,1.15890433056775,0.617051423681733,0.168641320316564,1.0654615270469,2,"Exogenous",34
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",34,34,34,2.8762761241566,2.11898256257808,3.63356968573511,1.78936197412206,1.09712183048533,2.48160211775879,3,"Exogenous",34
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",34,34,34,2.17398799866459,1.55191747048783,2.79605852684136,1.61184557119313,1.0297752383546,2.19391590403166,3,"Exogenous",34
"[100, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",34,34,34,0.00854596094028959,-0.0597685859613915,0.0768605078419707,0,0,0,4,"Exogenous",34
"[100, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",34,34,34,0,0,0,0,0,0,4,"Exogenous",34
"[100, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",34,34,34,0,0,0,0,0,0,5,"Exogenous",34
"[100, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",34,34,34,0,0,0,0,0,0,5,"Exogenous",34
"[100, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",34,34,34,-0.0232253229187357,-0.195630830794278,0.149180184956806,-0.0232253229187357,-0.195630830794278,0.149180184956806,6,"Exogenous",34
"[100, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",34,34,34,0,0,0,0,0,0,6,"Exogenous",34
"[10, 1, 20, 5]","[1, 0.5, -0.4, -0.3]",56.7004117829676,55.2585869372474,58.1422366286878,230,230,230,230,230,230,1,"Deterministic",230
"[10, 1, 20, 5]","[1, 0.5, -0.35, -0.25]",49.8455289844508,48.4886929231123,51.2023650457892,230,230,230,230,230,230,1,"Deterministic",230
"[10, 1, 20, 5]","[1, 0.5, -0.3, -0.2]",38.3454718258811,37.2501994389299,39.4407442128324,230,230,230,230,230,230,1,"Deterministic",230
"[10, 1, 20, 5]","[1, 0.5, -0.25, -0.15]",26.7947575942427,25.8433305033407,27.7461846851446,230,230,230,230,230,230,1,"Deterministic",230
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",17.2531605912647,16.4622800425274,18.044041140002,230,230,230,230,230,230,1,"Deterministic",230
"[10, 1, 20, 5]","[1, 0.5, -0.15, -0.05]",9.51815858710632,8.84631802939348,10.1899991448192,230,230,230,230,230,230,1,"Deterministic",230
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.3]",97.8631071621365,95.7508225345251,99.9753917897478,230,230,230,230,230,230,2,"Deterministic",230
"[10, 1, 20, 20]","[1, 0.5, -0.35, -0.25]",79.9183238503866,78.0090433131903,81.8276043875828,230,230,230,230,230,230,2,"Deterministic",230
"[10, 1, 20, 20]","[1, 0.5, -0.3, -0.2]",59.5488909758815,57.9525257608949,61.1452561908681,230,230,230,230,230,230,2,"Deterministic",230
"[10, 1, 20, 20]","[1, 0.5, -0.25, -0.15]",42.8753354074979,41.4730597963165,44.2776110186793,230,230,230,230,230,230,2,"Deterministic",230
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",28.4757695545344,27.3396105794369,29.611928529632,230,230,230,230,230,230,2,"Deterministic",230
"[10, 1, 20, 20]","[1, 0.5, -0.15, -0.05]",18.4684233239831,17.482102323663,19.4547443243033,230,230,230,230,230,230,2,"Deterministic",230
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.3]",179.144656377436,175.322376018334,182.966936736538,230,230,230,230,230,230,3,"Deterministic",230
"[10, 1, 20, 80]","[1, 0.5, -0.35, -0.25]",142.537963194608,139.225069100855,145.850857288361,230,230,230,230,230,230,3,"Deterministic",230
"[10, 1, 20, 80]","[1, 0.5, -0.3, -0.2]",108.304730500308,105.583580718903,111.025880281713,230,230,230,230,230,230,3,"Deterministic",230
"[10, 1, 20, 80]","[1, 0.5, -0.25, -0.15]",78.31476476006,75.955627118898,80.673902401222,230,230,230,230,230,230,3,"Deterministic",230
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.1]",53.9292552851725,52.006307368916,55.8522032014289,230,230,230,230,230,230,3,"Deterministic",230
"[10, 1, 20, 80]","[1, 0.5, -0.15, -0.05]",38.1969169053222,36.4519525625434,39.9418812481009,230,230,230,230,230,230,3,"Deterministic",230
"[100, 1, 20, 5]","[1, 0.5, -0.4, -0.3]",58.8042475127105,57.863773262047,59.744721763374,230,230,230,230,230,230,4,"Deterministic",230
"[100, 1, 20, 5]","[1, 0.5, -0.35, -0.25]",56.3043746857254,55.4965721675425,57.1121772039083,230,230,230,230,230,230,4,"Deterministic",230
"[100, 1, 20, 5]","[1, 0.5, -0.3, -0.2]",51.9360124297815,51.130331558778,52.7416933007849,230,230,230,230,230,230,4,"Deterministic",230
"[100, 1, 20, 5]","[1, 0.5, -0.25, -0.15]",36.4661031325736,35.7267530878454,37.2054531773018,230,230,230,230,230,230,4,"Deterministic",230
"[100, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",17.655136889969,17.0637059073457,18.2465678725924,230,230,230,230,230,230,4,"Deterministic",230
"[100, 1, 20, 5]","[1, 0.5, -0.15, -0.05]",3.50033127292875,3.05815073372862,3.94251181212888,230,230,230,230,230,230,4,"Deterministic",230
"[100, 1, 20, 20]","[1, 0.5, -0.4, -0.3]",126.301460023659,124.696388054764,127.906531992555,230,230,230,230,230,230,5,"Deterministic",230
"[100, 1, 20, 20]","[1, 0.5, -0.35, -0.25]",113.19054395901,111.630778314492,114.750309603529,230,230,230,230,230,230,5,"Deterministic",230
"[100, 1, 20, 20]","[1, 0.5, -0.3, -0.2]",88.6828764235932,87.2775160836954,90.088236763491,230,230,230,230,230,230,5,"Deterministic",230
"[100, 1, 20, 20]","[1, 0.5, -0.25, -0.15]",56.6548018164393,55.4729780197846,57.836625613094,230,230,230,230,230,230,5,"Deterministic",230
"[100, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",28.7051383229634,27.8617549108783,29.5485217350485,230,230,230,230,230,230,5,"Deterministic",230
"[100, 1, 20, 20]","[1, 0.5, -0.15, -0.05]",9.19688318484276,8.56153917982757,9.83222718985795,230,230,230,230,230,230,5,"Deterministic",230
"[100, 1, 20, 80]","[1, 0.5, -0.4, -0.3]",219.20817365053,215.777233094755,222.639114206306,230,230,230,230,230,230,6,"Deterministic",230
"[100, 1, 20, 80]","[1, 0.5, -0.35, -0.25]",172.563457920599,169.595555403647,175.53136043755,230,230,230,230,230,230,6,"Deterministic",230
"[100, 1, 20, 80]","[1, 0.5, -0.3, -0.2]",121.224625937156,118.780926360473,123.668325513838,230,230,230,230,230,230,6,"Deterministic",230
"[100, 1, 20, 80]","[1, 0.5, -0.25, -0.15]",78.6474661915081,76.7323495270069,80.5625828560094,230,230,230,230,230,230,6,"Deterministic",230
"[100, 1, 20, 80]","[1, 0.5, -0.2, -0.1]",43.9128569924722,42.3602908742819,45.4654231106625,230,230,230,230,230,230,6,"Deterministic",230
"[100, 1, 20, 80]","[1, 0.5, -0.15, -0.05]",17.5025878153338,16.2436002078297,18.7615754228379,230,230,230,230,230,230,6,"Deterministic",230
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",0.747995782394303,0.245546347986043,1.25044521680256,230,230,230,230,230,230,1,"Deterministic",230
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",0.195807579620024,-0.093747394974466,0.485362554214514,230,230,230,230,230,230,1,"Deterministic",230
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",3.25669235994965,2.64495071158552,3.86843400831378,230,230,230,230,230,230,2,"Deterministic",230
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",1.09041125569056,0.60918351515062,1.57163899623051,230,230,230,230,230,230,2,"Deterministic",230
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",8.9331825693213,7.86908647904779,9.99727865959481,230,230,230,230,230,230,3,"Deterministic",230
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",3.38077673681559,2.69549722114047,4.06605625249072,230,230,230,230,230,230,3,"Deterministic",230
"[100, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",-0.00759002648490499,-0.0669665483354071,0.0517864953655971,230,230,230,230,230,230,4,"Deterministic",230
"[100, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",0,0,0,230,230,230,230,230,230,4,"Deterministic",230
"[100, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",0,0,0,230,230,230,230,230,230,5,"Deterministic",230
"[100, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",0,0,0,230,230,230,230,230,230,5,"Deterministic",230
"[100, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",-0.0232253229187357,-0.195630830794278,0.149180184956806,230,230,230,230,230,230,6,"Deterministic",230
"[100, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",0,0,0,230,230,230,230,230,230,6,"Deterministic",230
