Cost,Endogeneity,day,Approximation,RMSE,MAPE,R2
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Tue,x1,18.09829580042789,2.4512901454217952,0.8984436941660046
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Tue,x1^2,7.24125534348339,0.9020010992140134,0.9837422944134909
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Tue,x1^3,6.829852442646312,0.8238010642503534,0.985537140324677
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Tue,x1x2,4.326696360056301,0.5639718221203418,0.994195773294093
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Wed,x1,18.601570456733477,2.512859841580663,0.9014658154881274
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Wed,x1^2,7.643491265374376,0.9659634272886728,0.9833631442594438
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Wed,x1^3,7.1936498943070415,0.8835830483174921,0.9852637731493219
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Wed,x1x2,4.787189361559033,0.6320776814310911,0.9934739722368319
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Thu,x1,17.54942726650928,2.3254984373782794,0.9215449359583363
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Thu,x1^2,7.1428256607036325,0.8491128262569891,0.9870032373953808
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Thu,x1^3,6.513439567673532,0.7676591395898559,0.9891927334723997
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Thu,x1x2,4.916582572806192,0.6368648281597958,0.993842254141083
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Fri,x1,17.5301957720059,2.2663468300235805,0.9343759987521172
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Fri,x1^2,10.223773399805001,1.261927606682072,0.9776791049840935
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Fri,x1^3,8.699909196186063,1.0304262074960446,0.9838371250095704
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Fri,x1x2,6.536379843773901,0.8301422058241674,0.9908764524762097
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Sat,x1,15.02179568249434,1.8128033127381236,0.9681940914678726
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Sat,x1^2,6.178393118308461,0.7358326427842813,0.9946195923622507
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Sat,x1^3,4.560425808094849,0.4861385004612646,0.9970686012805018
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Sat,x1x2,6.09782070682945,0.7420096929644252,0.9947590090981581
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Sun,x1,14.76307648830755,1.7679300921306147,0.9641461478110492
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Sun,x1^2,5.040146944667427,0.5730768211062957,0.9958210374343583
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Sun,x1^3,4.431620069640107,0.495298031986635,0.9967692219395174
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",Sun,x1x2,4.6070445274691,0.5567352211350298,0.9965083805542109
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Mon,x1,17.661549381487987,2.8361106567020284,0.9237537299573214
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Mon,x1^2,6.494427532004369,0.9763014084926916,0.9896903777399352
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Mon,x1^3,5.7691939432954165,0.832788735387641,0.9918643682814606
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Mon,x1x2,4.2086978519881955,0.628959247439383,0.9956703130202792
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Tue,x1,18.008320515030693,2.9535762990684282,0.9029978730786121
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Tue,x1^2,7.290091763539166,1.1160528298705645,0.9841035252866803
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Tue,x1^3,6.615781493533488,0.9842310624068377,0.9869082670060214
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Tue,x1x2,4.511954878510105,0.6833659550607717,0.9939107426463872
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Wed,x1,18.034964348946705,2.9248353253019976,0.9107959869079043
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Wed,x1^2,7.127900028955661,1.0810585443816572,0.9860659611725102
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Wed,x1^3,6.497231995645718,0.9761173742642073,0.9884226126182499
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Wed,x1x2,4.680936825038189,0.7192952203650231,0.9939907623979295
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Thu,x1,17.202718677050907,2.7577871988740337,0.9260924132145893
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Thu,x1^2,6.87411508540245,0.9704140749023381,0.988198738193788
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Thu,x1^3,6.106831525370407,0.8704735949969409,0.9906862039134419
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Thu,x1x2,4.79841030583969,0.732887121075877,0.9942497118235227
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Fri,x1,16.492848195723997,2.5554846126474224,0.9433199122076483
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Fri,x1^2,9.682140562337143,1.4310635604078674,0.9804664149598857
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Fri,x1^3,8.297974465688407,1.197537774851538,0.9856522639286462
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Fri,x1x2,6.036563973071301,0.922478277989022,0.992406905482737
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Sat,x1,12.92482293839522,1.8222424009145306,0.9769470146294692
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Sat,x1^2,5.271930194323998,0.7220932860902104,0.9961645416376985
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Sat,x1^3,4.059804680831954,0.5080047324414012,0.9977254879076467
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Sat,x1x2,5.175482838470849,0.7287806032693885,0.9963035935803279
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Sun,x1,13.723131397116305,1.9817131841553992,0.9696466714525005
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Sun,x1^2,4.468387225948239,0.5877680741570157,0.9967818855706548
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Sun,x1^3,3.5089656203956063,0.4532862304340483,0.9980154680017881
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",Sun,x1x2,4.2215426493280495,0.5733958595164043,0.9971276177001298
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Mon,x1,17.891648322698433,2.9773815315124956,0.9225423437476584
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Mon,x1^2,6.5218017633196155,1.0149098167995723,0.989708022377718
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Mon,x1^3,5.711903116012205,0.8544082159123658,0.9921054876149681
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Mon,x1x2,4.281260298212003,0.6737314498331751,0.995564864297535
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Tue,x1,18.18935392214705,3.098911097537404,0.9025420980165633
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Tue,x1^2,7.360738363629145,1.1829629198555123,0.98404027979679
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Tue,x1^3,6.624661981383877,1.021465181862608,0.9870726365714699
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Tue,x1x2,4.580019547509316,0.7378703755267223,0.9938210145254665
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Wed,x1,18.210649563889387,3.0733952147715087,0.9103714260431495
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Wed,x1^2,7.239312630780893,1.1380484577729892,0.985835857852414
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Wed,x1^3,6.501936789746811,1.005442131288522,0.9885743452051531
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Wed,x1x2,4.6830485783507845,0.7483427866704833,0.9940727541937746
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Thu,x1,17.451885666843978,2.9139558332505198,0.9246685889807403
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Thu,x1^2,6.984240373415211,1.0279293827488751,0.9879349329520735
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Thu,x1^3,6.106345224684168,0.8951355331767339,0.9907773847449779
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Thu,x1x2,4.934759406907716,0.775428298427407,0.9939768545459655
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Fri,x1,16.223379307343777,2.562057305703436,0.9458332037425734
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Fri,x1^2,9.65412667253048,1.4570616967966128,0.9808187683186287
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Fri,x1^3,8.221969021585629,1.2308384841891546,0.9860875961016736
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Fri,x1x2,5.8643039219513575,0.9192594980036278,0.9929224418729032
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Sat,x1,12.484900282896252,1.7875415020161347,0.9786986218634925
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Sat,x1^2,5.1375528577646286,0.7089428961687052,0.9963929666956151
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Sat,x1^3,3.8165548621107366,0.4867539597969593,0.9980094157419838
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Sat,x1x2,5.047891039281051,0.7150207901478888,0.9965177697027189
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Sun,x1,13.816066254729716,2.056296168739467,0.9694702028816069
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Sun,x1^2,4.379421045492015,0.616274896220115,0.9969324722094409
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Sun,x1^3,3.3010606911846665,0.4461229283715674,0.9982571415276245
"[10, 1, 20, 20]","[1, 0.5, 0.4, 0.8]",Sun,x1x2,4.169591779361251,0.5974131605615085,0.997219376560184
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Mon,x1,79.93419933858294,4.052718329049283,0.904104741769809
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Mon,x1^2,30.01980826165348,1.4375817902005665,0.98647467521484
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Mon,x1^3,26.573970408408197,1.217680252060834,0.9894014911040102
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Mon,x1x2,19.53386662328229,0.9795755446885808,0.9942732488639888
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Tue,x1,80.95744391486498,4.2397169272998125,0.8784714093893131
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Tue,x1^2,33.210634898624484,1.637790439429663,0.979548778967823
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Tue,x1^3,30.2626544264769,1.419903867916606,0.983018387630038
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Tue,x1x2,20.595028886460202,1.0511735295386686,0.9921351635310255
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Wed,x1,81.07522203348445,4.230889859976146,0.8883454557635109
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Wed,x1^2,34.61087752298034,1.7228284802658527,0.9796518312435943
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Wed,x1^3,30.916231687653354,1.4845077548595762,0.9837642178169491
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Wed,x1x2,21.708288916615743,1.098021677670236,0.9919951850671004
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Thu,x1,75.55774518990049,3.8748693271679615,0.9119856419956898
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Thu,x1^2,32.83841206149119,1.5508903969563683,0.9833750693048661
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Thu,x1^3,28.318572202485075,1.2932907783314886,0.9876365905368601
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Thu,x1x2,22.716221087298187,1.1332731759081753,0.9920444955888421
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Fri,x1,67.3236195295509,3.2086792690794024,0.9429482426915285
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Fri,x1^2,42.53596452152443,1.990669056545974,0.9772256137311768
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Fri,x1^3,34.636375700214884,1.5839404143041778,0.9848992333777608
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Fri,x1x2,25.420607027438564,1.1603337767979969,0.9918659666972431
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Sat,x1,52.72874559633337,2.266964765264395,0.9752303176784168
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Sat,x1^2,25.701490032876205,1.1226181765599108,0.9941150583451616
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Sat,x1^3,16.570344723897062,0.6441815593270337,0.9975538186871639
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Sat,x1x2,25.474402110014022,1.1173126179596937,0.9942185928277774
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Sun,x1,64.82604666275155,2.873604299572809,0.9568011328430959
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Sun,x1^2,21.88357609571794,0.9744291918719061,0.9950772263180151
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Sun,x1^3,15.716240740202712,0.6311207085638296,0.9974609536529114
"[10, 1, 20, 80]","[1, 0.5, -0.4, -0.8]",Sun,x1x2,21.01138415676455,0.9670396363733769,0.9954618106803288
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Mon,x1,77.34140607485027,4.503675024822985,0.910628032685826
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Mon,x1^2,29.0819090937347,1.6079127655721341,0.9873636101366904
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Mon,x1^3,25.860015345419807,1.3738894408790785,0.9900084067054652
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Mon,x1x2,18.63188757664776,1.0718795276971798,0.994813302718081
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Tue,x1,78.27794805048659,4.724025944449687,0.8875252128764257
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Tue,x1^2,31.921967781330714,1.8221119067889404,0.9812950899385045
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Tue,x1^3,29.250113815948566,1.5982107613768348,0.9842952352554791
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Tue,x1x2,19.70829535390994,1.158967451800652,0.9928702477538887
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Wed,x1,78.55960217415289,4.708421094686251,0.8961041587738522
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Wed,x1^2,33.35747922782185,1.9180768557139805,0.9812679175226595
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Wed,x1^3,29.978629273288362,1.6641378027492402,0.9848705494631342
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Wed,x1x2,20.82835312101693,1.2105575439823733,0.9926968625090443
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Thu,x1,73.49607486749272,4.315669440277156,0.9173867365360673
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Thu,x1^2,31.669026220820406,1.7186632915732198,0.9846612169069402
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Thu,x1^3,27.46252394601093,1.4487010509565497,0.98846540410201
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Thu,x1x2,21.924435099659522,1.2495957815333145,0.9926484602240827
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Fri,x1,65.93379650266849,3.605459154282841,0.9456444030984695
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Fri,x1^2,41.49313208278192,2.233089081169657,0.9784731472780871
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Fri,x1^3,33.88745336558848,1.7858861520800355,0.9856416026267651
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Fri,x1x2,24.76585719366579,1.2841778281537226,0.9923310689836021
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Sat,x1,52.00347898675989,2.5259169288221717,0.9759576462194748
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Sat,x1^2,25.079196123341287,1.2473746942028237,0.9944083573364992
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Sat,x1^3,16.201633407616026,0.720624439961575,0.997666381877172
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Sat,x1x2,24.85876384165313,1.2405460319971338,0.9945062202586069
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Sun,x1,62.77115558577029,3.1399824166260726,0.959604031788253
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Sun,x1^2,20.921904696426317,1.0603137626786985,0.9955123372404351
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Sun,x1^3,15.44039374515066,0.7138902049644008,0.9975558125142143
"[10, 1, 20, 80]","[1, 0.5, -0.2, -0.4]",Sun,x1x2,20.01349310244943,1.0524191643950094,0.9958935781153814
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Mon,x1,73.54795780665435,5.551250086478184,0.9198290298935818
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Mon,x1^2,27.85665791452683,2.0281517963527658,0.9884990444674427
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Mon,x1^3,24.981099239131368,1.7539293724989844,0.9907509102952836
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Mon,x1x2,17.510210751801647,1.307433040013866,0.9954557873240968
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Tue,x1,74.42148443541926,5.8639903221939145,0.9000352329577065
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Tue,x1^2,30.439705422593946,2.2964488771785443,0.9832763452933763
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Tue,x1^3,28.13396559512352,2.048463583183198,0.9857139486905132
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Tue,x1x2,18.593417190361812,1.4221388037066742,0.9937602278793036
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Wed,x1,74.81963158177574,5.7967231884512005,0.9071609358685848
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Wed,x1^2,31.746479297553968,2.3889450286494998,0.9832856011743917
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Wed,x1^3,28.806536156026176,2.103629772322355,0.9862379952803971
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Wed,x1x2,19.68497110364872,1.4795601165852763,0.9935735788040784
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Thu,x1,70.52733192152535,5.315039022058614,0.9248399191861969
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Thu,x1^2,30.142970519360738,2.121693433717668,0.9862708254448525
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Thu,x1^3,26.347315491253607,1.8176382682332453,0.9895107346294596
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Thu,x1x2,20.925893743923723,1.5270704302534095,0.9933833165087924
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Fri,x1,64.03568639325894,4.513781040710499,0.9492113288147179
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Fri,x1^2,40.00030334716732,2.794959576946069,0.9801824810615227
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Fri,x1^3,32.78410255774537,2.253381878770765,0.9866878160092953
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Fri,x1x2,23.965637654396584,1.5689313336439008,0.9928862157479481
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Sat,x1,50.962089665616745,3.085694384815454,0.9769779858135087
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Sat,x1^2,24.251693511712606,1.5282606901101363,0.994786456469292
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Sat,x1^3,15.732170778471326,0.8973634779042989,0.9978060528264908
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Sat,x1x2,24.0372334189287,1.518926837561448,0.99487825651684
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Sun,x1,59.497535527851454,3.7224307870114113,0.9638796573903445
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Sun,x1^2,19.60012912600821,1.263417198541078,0.9960801290263079
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Sun,x1^3,15.045240885442173,0.9025157303537338,0.997690317956083
"[10, 1, 20, 80]","[1, 0.5, 0.0, 0.0]",Sun,x1x2,18.61508994367883,1.245025708305094,0.9964642285481471
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Mon,x1,71.87218471650327,6.672543346133297,0.9242034604206439
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Mon,x1^2,26.791644842855973,2.421682213701426,0.9894676219129823
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Mon,x1^3,23.470008939707192,2.0640432179399104,0.9919173421298688
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Mon,x1x2,17.512240310629007,1.5782056925946426,0.9955000146251098
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Tue,x1,72.83792909282126,7.1160438789566145,0.9055983565576451
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Tue,x1^2,30.312233829646622,2.8608105407443913,0.9836506586715339
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Tue,x1^3,27.513886528134684,2.5413297619109194,0.9865299794099284
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Tue,x1x2,18.685449597964663,1.7240656156720886,0.9937874273563959
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Wed,x1,73.16970386632451,6.978738172153215,0.9123018074249813
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Wed,x1^2,30.725369548970082,2.8609157179793656,0.9845359844319369
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Wed,x1^3,27.485227236029267,2.534757319787559,0.98762552701539
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Wed,x1x2,19.696304303704043,1.7920962741175563,0.9936452636211061
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Thu,x1,68.99932420169402,6.380983768134017,0.9286430272399955
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Thu,x1^2,29.44702559595423,2.570739954066665,0.9870034042516203
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Thu,x1^3,25.625704609883336,2.223052781598612,0.9901576597541684
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Thu,x1x2,20.489126323664603,1.8363846283080965,0.9937079288766076
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Fri,x1,62.440607326611584,5.460466377235627,0.9521127702333806
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Fri,x1^2,38.848361004060386,3.3892332076632883,0.9814633658407407
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Fri,x1^3,31.96843024081218,2.756984878590633,0.9874475615649849
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Fri,x1x2,23.232017397373266,1.84917322644604,0.9933708274161862
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Sat,x1,47.776808722539045,3.465083695496178,0.9799234213616356
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Sat,x1^2,22.301046310972072,1.696474720472546,0.995625726753777
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Sat,x1^3,14.9213747896202,1.0183084254643942,0.9980417275807859
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Sat,x1x2,22.05291232154163,1.6901156879545485,0.9957225264678502
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Sun,x1,56.08057539750742,4.170839937034965,0.9681432352062271
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Sun,x1^2,18.77422095523235,1.4570117255115496,0.9964297338135202
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Sun,x1^3,13.715758512322209,0.9910565588008236,0.9980944672938331
"[10, 1, 20, 80]","[1, 0.5, 0.2, 0.4]",Sun,x1x2,17.836765610793023,1.4126951650065298,0.9967773810397224
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Mon,x1,72.34581466322429,7.103667510506984,0.9237074095167794
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Mon,x1^2,26.883346185571288,2.605246578438784,0.9894652996312291
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Mon,x1^3,23.23196800780957,2.1895064736713645,0.9921326668634063
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Mon,x1x2,18.212686265432648,1.7352048496775432,0.9951649212560307
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Tue,x1,73.27996368647005,7.625758850310839,0.9052242047763974
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Tue,x1^2,30.569054217905833,3.113760696119801,0.983507330709888
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Tue,x1^3,27.48221952892059,2.720843072564461,0.9866699875479826
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Tue,x1x2,19.32451329583788,1.8939989859759012,0.993409109817028
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Wed,x1,73.35712103489816,7.439958017334558,0.9124880077843411
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Wed,x1^2,30.925699423952157,3.084457333927066,0.9844467169990284
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Wed,x1^3,27.355550011037774,2.707763167462588,0.9878304669215684
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Wed,x1x2,20.133457721601356,1.9448516734835275,0.9934079613144136
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Thu,x1,69.1373007787675,6.7968632818383945,0.928604333338263
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Thu,x1^2,29.56149982445952,2.755741215563046,0.9869473124498024
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Thu,x1^3,25.466840935900198,2.366147484588692,0.990312824571824
"[10, 1, 20, 80]","[1, 0.5, 0.4, 0.8]",Thu,x1x2,20.775665348964797,1.9656421931414745,0.9935530115022113
