Cost,Endogeneity,Approximate,Exogenous,Deterministic,Exog_Gap,ELow,EHigh,Det_Gap,DLow,DHigh
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",343.30136272586105,343.49773367940486,348.87160855949713,0.06848678103555345,-0.039924013231192684,0.17689757530229958,2.475102635555825,1.7014071449764936,3.2487981261351564
"[10, 1, 20, 20]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",351.17000328835377,351.17000328835377,360.1803691827889,0.0,0.0,0.0,3.406581858020744,2.620337689467993,4.192826026573495
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",584.7443258197281,729.560218185643,1192.1057839414734,26.969126435301558,24.850698732309155,29.08755413829396,110.46019001194215,106.52869426692575,114.39168575695854
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",484.9692458659912,499.4045109243599,657.1073143010871,3.7473783138751955,2.483139060708805,5.011617567041586,38.32849035587962,35.79275084513263,40.864229866626616
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",440.17234872879413,443.284068190593,516.4216369065538,1.1811534770114622,0.367056327825243,1.9952506261976815,19.142180789113464,17.110438439698164,21.173923138528764
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",431.9673805229972,429.93518112311443,485.0858816623448,-0.2095779126454636,-0.7638316126202751,0.34467578732934795,13.795041355069555,11.946362160478035,15.643720549661076
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",418.27007543752353,418.16091183934077,452.3522717241154,0.41550874972776297,-0.2553640847700287,1.0863815842255546,9.363197739765699,7.640576070871966,11.085819408659432
"[10, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",432.72658532256514,432.72658532256514,491.8399327764997,0.0,0.0,0.0,14.955617170434648,13.169143205559488,16.742091135309806
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",1235.3567485771214,1451.249111591197,1393.7193286782767,17.896675825518,17.373177498195624,18.420174152840374,13.183635898588676,12.66790503097809,13.699366766199262
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",1058.74719281561,1100.0237983240158,1055.4985555884432,4.103667538386915,3.7599460824258273,4.447388994348003,-0.20960260493855964,-0.5258752400222191,0.10667003014509979
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",991.3302801888624,1004.4252989521522,968.4326734273836,1.3892791860228548,1.184036642912719,1.5945217291329907,-2.2056103780996996,-2.542652492235254,-1.8685682639641457
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",967.8664562985632,974.2634830367936,949.1435974778547,0.699123042302978,0.5560590955589249,0.842186989047031,-1.8700448904005982,-2.146859602789952,-1.5932301780112446
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",959.005646788743,961.1636898484235,935.3552100186863,0.239202326170768,0.1402015483955011,0.3382031039460349,-2.407248903257412,-2.7059935257865866,-2.1085042807282375
"[100, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",969.483731490045,969.483731490045,944.7310778366091,0.0,0.0,0.0,-2.483333665247585,-2.788154149921068,-2.178513180574102
"[100, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",1380.731340851787,1908.4151108592082,2074.1067015364806,38.894730868958696,38.0109490631502,39.77851267476719,51.061489387321245,50.06088806731833,52.06209070732416
"[100, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",1209.0847152995889,1266.168268202229,1297.29267340213,5.029526580293359,4.529009600379508,5.5300435602072096,7.641463922394787,7.031754964950962,8.251172879838613
"[100, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",1079.0082322651804,1093.2207043237452,1088.5251390826288,1.4349598148769942,1.1229544292124995,1.7469652005414888,1.0733243977266849,0.6423077647942839,1.5043410306590859
"[100, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",1059.7323869612733,1059.0666911438275,1054.3138726648003,0.008824530432424026,-0.2315334123871175,0.24918247325196557,-0.33046847701064824,-0.7533188791182572,0.0923819250969607
"[100, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",1023.8055374323513,1027.4505392680455,1012.0858735397226,0.40278575009369605,0.20839184313407005,0.5971796570533221,-1.003957049590345,-1.3852107025923623,-0.6227033965883275
"[100, 1, 20, 20]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",1047.7496103544368,1047.7496103544368,1038.2947782605293,0.0,0.0,0.0,-0.7321560945521703,-1.1312948496207096,-0.3330173394836311
"[100, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",1613.8733348805467,2826.161996249162,3720.232281282995,76.6254591383792,74.68400931908991,78.56690895766849,133.08683142640018,130.51129780144205,135.6623650513583
"[100, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",1430.3205048412708,1631.0103684925896,1859.3380595910478,14.492345218718203,13.538955852324946,15.44573458511146,30.84106154549282,29.50883670676618,32.173286384219466
"[100, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",1293.4865250343266,1321.8778101677956,1370.3845685815495,2.4657059808693385,1.919036230311444,3.012375731427233,6.334384048041657,5.468765587921726,7.200002508161588
"[100, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",1278.9816229349856,1269.017300866909,1287.8251732131607,-0.7389964224701726,-1.0204703008508353,-0.45752254408951,0.8852151944619382,0.14961334078838806,1.6208170481354882
"[100, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",1195.242781461357,1205.8443826040493,1190.6274343267344,1.0077053920532508,0.7183645950538315,1.29704618905267,-0.1256420181654871,-0.8180212518839756,0.5667372155530013
"[100, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",1251.1896441021995,1251.1896441021995,1253.7567894313531,0.0,0.0,0.0,0.4644551477934326,-0.2507508745686268,1.179661170155492
