Cost,Endogeneity,Approximate,Exogenous,Deterministic,Exog_Gap,ELow,EHigh,Det_Gap,DLow,DHigh
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",351.48105612627734,369.3692466380323,410.23757160323316,6.097515483017054,5.370216573335828,6.824814392698281,18.449341097315475,17.44341513741961,19.45526705721134
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",330.7895534410577,331.0748061072537,338.12729718708795,0.8730431778514993,0.24364993077603525,1.5024364249269633,3.581088077822252,2.7132749356766337,4.448901219967871
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",323.5513186537209,320.33965135611305,319.0804076144448,-0.6106972627823568,-1.0418282517787336,-0.17956627378597995,-0.256901290602553,-1.066841311441092,0.5530387302359858
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",319.6547172071934,317.5207840733938,315.6247667249537,-0.47899484310793466,-0.8150202855701723,-0.14296940064569702,-0.30780352398291544,-1.0827734860888318,0.46716643812300096
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",315.20037901111607,315.38168348667847,310.9669719986117,0.23015607539170613,-0.12052678280394213,0.5808389335873544,-0.46328855718618217,-1.2126579368288084,0.2860808224564441
"[10, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",317.9740840862142,317.9740840862142,314.91956625027234,0.0,0.0,0.0,-0.0575194941989555,-0.822874254998521,0.7078352666006099
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",420.9079168735359,446.5321165275906,619.8670826718107,6.4657840780999685,5.829536760252556,7.102031395947381,49.24862459001268,47.73737661869067,50.759872561334696
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",373.68572964769197,373.75720879498766,423.2167909339228,0.16193580383481762,-0.15821147249786457,0.4820830801674998,14.437567840700078,13.43429489192141,15.440840789478747
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",353.66832526004254,353.5820434600009,370.68580897097524,-0.020003944311111486,-0.11040209573555504,0.07039420711333205,5.724615434458737,4.906255680756674,6.542975188160801
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",349.49344373414874,349.5096294973914,360.0816475089381,0.007735900334486127,-0.06552107112972141,0.08099287179869366,3.8944559793634044,3.1011650291922033,4.6877469295346055
