CS,Endog.,Iteration,Cost,Low,High,EGap,ELow,EHigh
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",2,335.37610416239545,332.0977232955635,338.6544850292274,-1.9423201718360306,-2.5631434437022778,-1.3214968999697834
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",3,335.2922551369516,332.0793974714795,338.5051128024237,-1.9651086299571048,-2.591125460544926,-1.3390917993692835
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",4,334.02711225134715,330.8078974472035,337.2463270554908,-1.5702736800637087,-2.190967030138461,-0.9495803299889561
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",5,333.75694898739835,330.5302470993182,336.9836508754785,-1.4819419691968714,-2.099533983261802,-0.8643499551319411
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",6,333.3912084694805,330.1443037444418,336.6381131945192,-1.3502458224346303,-1.9607287158937052,-0.7397629289755554
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",7,333.0753285402572,329.8375068778116,336.3131502027028,-1.2589499794790062,-1.866646818116297,-0.6512531408417155
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",8,332.81066858367586,329.5889516760459,336.03238549130583,-1.2014625198778262,-1.819357284472848,-0.5835677552828044
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",9,332.4262367700098,329.20626665802774,335.6462068819918,-1.0731487195088334,-1.6852530113821511,-0.4610444276355158
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",10,331.9791507122777,328.784963179361,335.17333824519443,-0.957605011821974,-1.5697187055882074,-0.3454913180557405
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",0,325.17689604352057,321.8908821989834,328.46290988805777,0.0,0.0,0.0
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",1,324.26843202608916,321.1402822732362,327.3965817789421,-0.3267824012293666,-0.9398378041809345,0.28627300172220144
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",2,323.58637297134743,320.466363298748,326.7063826439469,-0.2087900397213776,-0.8800377767708885,0.4624576973281332
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",3,323.5513186537209,320.4405076873522,326.6621296200896,-0.20913603891178728,-0.8812240656397659,0.46295198781619123
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",4,323.82451640476137,320.7241472703098,326.92488553921294,-0.29008605628740997,-0.9557558816078311,0.3755837690330112
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",5,323.76228456669764,320.661953866599,326.8626152667963,-0.2649348445692642,-0.9278521462823051,0.39798245714377667
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",6,324.73441146596736,321.58215611858395,327.88666681335076,-0.4918909107413406,-1.1314006495039965,0.14761882802131543
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",7,325.0092754794701,321.82032652100924,328.19822443793095,-0.5619518886599248,-1.2063770089748855,0.08247323165503584
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",8,325.1759122141154,321.9765221571822,328.37530227104855,-0.6121360925346709,-1.2619705989101464,0.03769841384080452
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",9,325.3969451788781,322.19556842920684,328.5983219285494,-0.6799651330311245,-1.3287158066394529,-0.031214459422796215
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",10,325.1708369963744,321.96838677265737,328.37328722009147,-0.6099198123270068,-1.2602324849422084,0.040392860288195
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",0,324.07674544055425,320.8018328956729,327.3516579854356,0.0,0.0,0.0
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",1,320.89300569540416,317.869997012523,323.9160143782853,0.28190437043705113,-0.35336866373665715,0.9171774046107595
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",2,319.6547172071934,316.70926411033906,322.60017030404777,0.6493958871421232,0.02643252890057901,1.2723592453836674
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",3,321.2616547415511,318.1500883789114,324.37322110419086,0.1833177436027252,-0.4833561977358577,0.8499916849413082
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",4,320.63275996068484,317.52246974765245,323.7430501737172,0.35178950120356567,-0.33278399493851096,1.0363629973456423
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",5,321.795189297048,318.67109316590296,324.91928542819306,0.08816452351262581,-0.542350562053634,0.7186796090788856
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",6,321.0788569660734,317.99406367548414,324.1636502566626,0.29584277667178505,-0.3249795986411983,0.9166651519847684
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",7,320.2256270201487,317.1731684148744,323.278085625423,0.5526135896006943,-0.05868888395591709,1.1639160631573056
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",8,320.48542309645,317.44805638879575,323.52278980410426,0.4665884754203592,-0.1432233399631455,1.076400290803864
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",9,320.5017159806307,317.4656031765764,323.537828784685,0.4596028344328407,-0.15191107078374672,1.071116739649428
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",10,320.23933019363216,317.2304619708736,323.2481984163907,0.5169304936601788,-0.09890490742012636,1.132765894740484
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",0,322.1724083899714,318.9149958098667,325.4298209700761,0.0,0.0,0.0
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",1,319.22229074262515,316.1904880767866,322.2540934084637,0.18965093407299863,-0.47373509422915516,0.8530369623751524
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",2,316.4102332325713,313.52191565417536,319.2985508109672,1.0011523743373787,0.34555443112203676,1.6567503175527207
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",3,316.25038318233146,313.3606287643065,319.1401376003564,1.064404127671684,0.41735262823230757,1.7114556271110604
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",4,315.7501003405156,312.9028446032098,318.59735607782136,1.1899809966034036,0.5436036761613331,1.836358317045474
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",5,315.77463008205126,312.9231727920818,318.6260873720207,1.1879103112293674,0.5427494082065257,1.8330712142522092
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",6,315.90798523851925,313.0546514604278,318.7613190166107,1.1469420524907052,0.502981021936538,1.7909030830448724
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",7,315.7579774213176,312.9084180061124,318.6075368365228,1.1918461468019637,0.546251843295837,1.8374404503080903
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",8,315.33903112739625,312.4859277562684,318.1921344985241,1.3258197370906672,0.6813274450719686,1.9703120291093659
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",9,315.20037901111607,312.34351639644774,318.0572416257844,1.381363297372532,0.7432368971541167,2.0194896975909473
"[10, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",10,315.273751908659,312.40953433585696,318.137969481461,1.3662247066921573,0.7286262089386228,2.003823204445692
"[10, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",0,324.5740196986014,321.3086530922118,327.83938630499097,0.0,0.0,0.0
"[10, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",1,321.25023382552075,318.2881569003212,324.2123107507203,0.29277998579644676,-0.34441150440323637,0.92997147599613
"[10, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",2,319.25729491281606,316.346189935371,322.1683998902611,0.8646032018269513,0.2137837348022813,1.5154226688516212
"[10, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",3,318.41231415514375,315.543206788631,321.2814215216565,1.128085335807654,0.4967292501619931,1.7594414214533147
"[10, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",4,317.9740840862142,315.10626048639847,320.8419076860299,1.2858605925693938,0.6659085394424554,1.905812645696332
"[10, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",5,318.39927257770313,315.5301063812449,321.2684387741614,1.1621464870765932,0.5459547519407544,1.778338222212432
"[10, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",6,318.5472806800658,315.6482218683972,321.4463394917344,1.1280013521910592,0.504079943891762,1.7519227604903564
"[10, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",7,319.07060905997383,316.1289342609835,322.01228385896417,1.0188275752574931,0.4122129438859181,1.6254422066290681
"[10, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",8,318.0068244092094,315.1132970167523,320.9003518016665,1.1763504781938552,0.4877652944697797,1.8649356619179307
"[10, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",9,318.36780275456675,315.5468964932456,321.1887090158879,0.9623071346505789,0.23807347838820925,1.6865407909129486
"[10, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",10,317.9802148367813,315.1348374771786,320.8255921963839,1.0708369786087037,0.3334777248783387,1.8081962323390688
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",0,420.9079168735359,416.3057823211147,425.5100514259571,0.0,0.0,0.0
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",1,429.5380187001021,424.67345931067814,434.40257808952606,-2.6736368168906073,-3.4422455170809476,-1.9050281167002667
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",2,426.9033255173303,421.9641408867067,431.84251014795393,-1.9668673198893065,-2.7301863744914208,-1.203548265287192
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",3,427.48436702499,422.43613448697175,432.5325995630082,-2.0494528500038904,-2.809345913801481,-1.2895597862063
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",4,427.92956249000036,422.85889342948093,433.0002315505198,-2.1344942057241094,-2.8889417699012787,-1.3800466415469403
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",5,427.25463977804696,422.1864946977891,432.32278485830483,-1.957887568199014,-2.7022386971612136,-1.2135364392368144
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",6,427.1891026460306,422.13481529324474,432.2433899988165,-1.9255577072941263,-2.658646581413038,-1.192468833175215
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",7,427.11518928960083,422.07579040230735,432.1545881768943,-1.9118700791032652,-2.639572424445021,-1.1841677337615093
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",8,427.2019196817184,422.11701040296487,432.2868289604719,-1.9177166083311958,-2.652592720196323,-1.1828404964660688
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",9,427.59734336655765,422.52751132171613,432.66717541139917,-2.025210653240477,-2.761754405579866,-1.2886669009010885
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",10,427.1474960008359,422.0826630339819,432.21232896768987,-1.922235659158052,-2.660293354292484,-1.18417796402362
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",0,373.68572964769197,369.58222630810764,377.7892329872763,0.0,0.0,0.0
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",1,382.2487409621001,377.9771501685805,386.5203317556197,-2.8668121240039754,-3.583238121207133,-2.150386126800818
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",2,381.6227607303319,377.33709192134125,385.9084295393225,-2.698293661648209,-3.4208160295314065,-1.9757712937650118
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",3,381.38566982172745,377.0524485475413,385.7188910959136,-2.6026864891078327,-3.3252703918341053,-1.8801025863815601
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",4,381.2930593934229,376.9720682448291,385.6140505420167,-2.579391115959646,-3.2984228797512234,-1.8603593521680686
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",5,380.46488222815935,376.15006630665175,384.77969814966696,-2.3815387303898747,-3.112500582426028,-1.6505768783537216
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",6,380.16290670154405,375.83417522852454,384.49163817456355,-2.2884446574623856,-3.018227576774109,-1.558661738150662
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",7,380.40479005863403,376.06825905081405,384.741321066454,-2.353474919517377,-3.087028926101503,-1.6199209129332512
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",8,380.4077961266419,376.0923086984892,384.72328355479465,-2.3758114952743026,-3.1135954947747404,-1.6380274957738648
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",9,380.3810477157535,376.0628423472717,384.69925308423524,-2.3646254578763437,-3.1002076535652288,-1.6290432621874584
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",10,380.4318524695382,376.1062518721911,384.7574530668854,-2.3734762013914597,-3.1095871732888276,-1.6373652294940917
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",0,353.66832526004254,349.8968815477152,357.43976897236985,0.0,0.0,0.0
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",1,360.28905007572854,356.26415699106195,364.3139431603951,-2.2377607651406475,-2.872560102775039,-1.6029614275062558
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",2,359.0609210530857,355.1332104578001,362.98863164837127,-2.0263834848265145,-2.7037884875655145,-1.3489784820875144
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",3,358.4672291512401,354.5745081074524,362.35995019502775,-1.87798895161503,-2.5561711143117876,-1.1998067889182729
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",4,358.45018733785867,354.53679417726676,362.3635804984506,-1.8552079831558512,-2.5320988471526187,-1.1783171191590838
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",5,358.30730327084007,354.4065304470642,362.20807609461593,-1.8385498141303334,-2.5244787620141595,-1.1526208662465072
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",6,358.3822776575961,354.48643261246787,362.2781227027243,-1.863218577090564,-2.5477872493756153,-1.1786499048055128
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",7,358.37585858774094,354.46250485845064,362.28921231703123,-1.851197122965108,-2.53747543056077,-1.1649188153694463
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",8,358.3414193455214,354.41323789737226,362.2696007936705,-1.8407269605661247,-2.532799054683978,-1.1486548664482712
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",9,358.31263156948415,354.36679958130134,362.25846355766697,-1.8293220974499464,-2.526219578512542,-1.132424616387351
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",10,358.41450277382063,354.4806929284955,362.34831261914576,-1.881933269090332,-2.5856008487128506,-1.1782656894678136
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",0,349.49344373414874,345.7830795726865,353.20380789561096,0.0,0.0,0.0
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",1,356.36159040500155,352.3725381252161,360.350642684787,-2.362155245309319,-3.0181400522274204,-1.7061704383912177
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",2,355.77254061652025,351.79177495898097,359.7533062740595,-2.282133713993711,-2.9873053179744726,-1.5769621100129492
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",3,354.4295704708949,350.5193533825272,358.33978755926256,-1.9324582132211239,-2.630173054061137,-1.234743372381111
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",4,354.37199234615184,350.472565484275,358.2714192080287,-1.92709875549096,-2.6267333345366484,-1.2274641764452716
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",5,354.2718333053265,350.3812457545097,358.1624208561433,-1.894649843086606,-2.590428886713484,-1.1988707994597276
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",6,354.0477619149913,350.1684867419176,357.92703708806505,-1.8442704584741765,-2.5458525778298062,-1.1426883391185467
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",7,354.15027356036705,350.2892233368726,358.0113237838615,-1.8614335040674992,-2.5527075585550936,-1.1701594495799048
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",8,353.96116910153626,350.0988284807312,357.8235097223413,-1.8187189293854809,-2.516362919255852,-1.1210749395151098
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",9,354.0884464638252,350.23548366303703,357.9414092646134,-1.8589394272064756,-2.5541279951265423,-1.163750859286409
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",10,353.9384630623703,350.0950631061329,357.78186301860774,-1.8132120278241606,-2.505367416526574,-1.1210566391217476
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",0,343.30136272586105,339.67525412447964,346.9274713272425,0.0,0.0,0.0
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",1,350.1315465060115,346.3150193741039,353.9480736379191,-2.486710857437024,-3.169963596756572,-1.8034581181174762
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",2,350.06698438387457,346.21238829784943,353.9215804698997,-2.466740503561691,-3.166020616000947,-1.7674603911224351
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",3,348.79568286804334,344.991468672449,352.5998970636377,-2.195907008894616,-2.9315366861088523,-1.46027733168038
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",4,348.4603245018495,344.67635348626425,352.2442955174348,-2.102434225492363,-2.8350545573321027,-1.3698138936526236
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",5,348.17281297855675,344.39244595316313,351.95318000395037,-2.0250635011988973,-2.7603486832584014,-1.2897783191393932
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",6,347.62016755729366,343.8738904426689,351.36644467191843,-1.8786238536472089,-2.609316586204289,-1.1479311210901288
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",7,347.79308649428594,343.98447793841956,351.60169505015233,-1.8946048583690283,-2.63057616001541,-1.1586335567226467
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",8,347.89324458753896,344.0912472817011,351.6952418933768,-1.9229642720774511,-2.65658043556208,-1.1893481085928221
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",9,347.9566737989143,344.1417382281791,351.7716093696495,-1.9440526404883929,-2.6829336392006273,-1.2051716417761584
"[10, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",10,347.57450056578824,343.7677092298344,351.3812919017421,-1.832739349417549,-2.569814755228925,-1.0956639436061728
"[10, 1, 20, 20]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",0,351.17000328835377,347.45914410958363,354.8808624671239,0.0,0.0,0.0
"[10, 1, 20, 20]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",1,357.1246251205011,353.11983228480904,361.12941795619315,-2.094400153874456,-2.7613079722616294,-1.4274923354872828
"[10, 1, 20, 20]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",2,357.0567416367611,353.0902951394123,361.0231881341099,-2.1244928481303087,-2.8080505231215582,-1.4409351731390594
"[10, 1, 20, 20]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",3,355.4342014763729,351.51437822610393,359.35402472664185,-1.7322583320524232,-2.4371709611568937,-1.0273457029479527
"[10, 1, 20, 20]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",4,354.9391693934733,351.04322879469333,358.8351099922533,-1.6141778220551046,-2.3240659531825347,-0.9042896909276746
"[10, 1, 20, 20]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",5,354.5063635469465,350.5919291407822,358.42079795311076,-1.4801954432099511,-2.1941202833787194,-0.7662706030411826
"[10, 1, 20, 20]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",6,354.36406059239823,350.4553941436423,358.27272704115416,-1.440387509895315,-2.153512579257572,-0.727262440533058
"[10, 1, 20, 20]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",7,354.2816566831529,350.3792197571808,358.184093609125,-1.4097961146263174,-2.1175861157138676,-0.7020061135387673
