CS,Endog.,Iteration,Cost,Low,High,EGap,ELow,EHigh
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",1,459.28459672064116,454.97471843606456,463.59447500521776,-0.3990854386374274,-0.5962699755414624,-0.2019009017333924
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",2,458.8001429679266,454.52085349303746,463.07943244281574,-0.3049190160361856,-0.49925084905963124,-0.11058718301273993
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",3,458.878828601609,454.60108487368075,463.1565723295372,-0.32417870558196205,-0.5194595548125626,-0.12889785635136156
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",4,458.75842120338837,454.4739806879531,463.04286171882364,-0.29729962543637817,-0.4979556695269298,-0.09664358134582651
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",5,458.75842120338837,454.4739806879531,463.04286171882364,-0.29729962543637817,-0.4979556695269298,-0.09664358134582651
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",6,458.75842120338837,454.4739806879531,463.04286171882364,-0.29729962543637817,-0.4979556695269298,-0.09664358134582651
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",7,458.75842120338837,454.4739806879531,463.04286171882364,-0.29729962543637817,-0.4979556695269298,-0.09664358134582651
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",8,458.75842120338837,454.4739806879531,463.04286171882364,-0.29729962543637817,-0.4979556695269298,-0.09664358134582651
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",9,458.8014844185609,454.5156995390941,463.0872692980277,-0.3060167678533786,-0.5067389769556024,-0.10529455875115482
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",10,458.8014844185609,454.5156995390941,463.0872692980277,-0.3060167678533786,-0.5067389769556024,-0.10529455875115482
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",11,458.8014844185609,454.5156995390941,463.0872692980277,-0.3060167678533786,-0.5067389769556024,-0.10529455875115482
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",12,458.81173041993407,454.525917324317,463.09754351555114,-0.30813178002399877,-0.5086561645935103,-0.10760739545448728
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",13,458.81173041993407,454.525917324317,463.09754351555114,-0.30813178002399877,-0.5086561645935103,-0.10760739545448728
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",14,458.81173041993407,454.525917324317,463.09754351555114,-0.30813178002399877,-0.5086561645935103,-0.10760739545448728
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",15,458.81173041993407,454.525917324317,463.09754351555114,-0.30813178002399877,-0.5086561645935103,-0.10760739545448728
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",16,458.81173041993407,454.525917324317,463.09754351555114,-0.30813178002399877,-0.5086561645935103,-0.10760739545448728
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",17,458.81173041993407,454.525917324317,463.09754351555114,-0.30813178002399877,-0.5086561645935103,-0.10760739545448728
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",18,458.81173041993407,454.525917324317,463.09754351555114,-0.30813178002399877,-0.5086561645935103,-0.10760739545448728
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",19,458.81173041993407,454.525917324317,463.09754351555114,-0.30813178002399877,-0.5086561645935103,-0.10760739545448728
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",20,458.81173041993407,454.525917324317,463.09754351555114,-0.30813178002399877,-0.5086561645935103,-0.10760739545448728
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",0,428.95099642124677,424.8804171574948,433.02157568499877,0.0,0.0,0.0
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",1,429.17181945235643,425.0770195187736,433.26661938593924,-0.20938964924012585,-0.5660040946694888,0.14722479618923703
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",2,428.65743552959157,424.5251456717602,432.78972538742295,-0.059312849826015465,-0.4087732292092911,0.29014752955726014
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",3,429.24862946237744,425.1363986977581,433.36086022699675,-0.2106736162877534,-0.5607351512171441,0.13938791864163733
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",4,429.3920936124467,425.27316755238974,433.5110196725036,-0.23999170615974377,-0.5911848250542364,0.11120141273474884
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",5,429.312059292614,425.179146261925,433.444972323303,-0.2110923268065812,-0.5567238589592651,0.1345392053461028
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",6,429.25927377589164,425.12722336156367,433.3913241902196,-0.19492612360475503,-0.5355479737947941,0.14569572658528412
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",7,429.25927377589164,425.12722336156367,433.3913241902196,-0.19492612360475503,-0.5355479737947941,0.14569572658528412
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",8,429.290405407506,425.157309550914,433.423501264098,-0.20018999491077222,-0.5393582014814091,0.13897821165986463
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",9,429.26417414996314,425.1347594562277,433.3935888436986,-0.19439342831787293,-0.5318354140770308,0.14304855744128497
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",10,429.28785707071825,425.16119654970413,433.41451759173236,-0.1988615233274274,-0.5331762748352975,0.13545322818044275
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",11,429.1932840640412,425.0716863696422,433.31488175844027,-0.17973873028439175,-0.513278502153629,0.15380104158484553
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",12,429.1932840640412,425.0716863696422,433.31488175844027,-0.17973873028439175,-0.513278502153629,0.15380104158484553
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",13,429.1932840640412,425.0716863696422,433.31488175844027,-0.17973873028439175,-0.513278502153629,0.15380104158484553
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",14,429.1932840640412,425.0716863696422,433.31488175844027,-0.17973873028439175,-0.513278502153629,0.15380104158484553
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",15,428.98768367289915,424.86513561937716,433.11023172642115,-0.12955665623179924,-0.4619523036817711,0.20283899121817262
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",16,428.89633396535027,424.77631693244626,433.01635099825427,-0.10941871671093344,-0.4423648236933626,0.2235273902714957
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",17,428.89633396535027,424.77631693244626,433.01635099825427,-0.10941871671093344,-0.4423648236933626,0.2235273902714957
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",18,428.9476593104518,424.82458248912087,433.0707361317827,-0.1185123417949114,-0.4503689979746396,0.21334431438481682
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",19,428.9476593104518,424.82458248912087,433.0707361317827,-0.1185123417949114,-0.4503689979746396,0.21334431438481682
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",20,428.9476593104518,424.82458248912087,433.0707361317827,-0.1185123417949114,-0.4503689979746396,0.21334431438481682
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",0,410.2694444884582,406.3993482542906,414.1395407226258,0.0,0.0,0.0
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",1,409.6634738184192,405.88361303501534,413.4433346018231,-0.2441036904569363,-0.7619419869660771,0.2737346060522044
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",2,408.2580793538146,404.5314134837726,411.9847452238566,0.01996068617171693,-0.537531515207272,0.577452887550706
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",3,409.2419075180309,405.51645367795777,412.9673613581041,-0.2458624317032149,-0.8183098649741012,0.32658500156767145
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",4,409.327162337025,405.63249879060373,413.0218258834463,-0.2862997916921201,-0.8605242471808454,0.28792466379660514
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",5,409.8707068655589,406.218922527697,413.52249120342077,-0.48414143565188145,-1.0855845601327836,0.11730168882902076
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",6,409.8503205803971,406.2023388942526,413.49830226654166,-0.4828070178374394,-1.0866524098880515,0.12103837421317276
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",7,410.15124522467045,406.4892176018811,413.8132728474598,-0.5519523041532095,-1.1577492701886412,0.053844661882222145
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",8,410.35776845196403,406.6983068189675,414.01723008496054,-0.5895899637292925,-1.183613806127065,0.004433878668479996
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",9,409.9368223208857,406.28939703026685,413.58424761150457,-0.5039834245400041,-1.108430923251326,0.10046407417131786
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",10,410.0166060776551,406.38563646526734,413.6475756900429,-0.5474875020654063,-1.1595143700062334,0.06453936587542064
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",11,409.91768315862197,406.2987903530728,413.53657596417116,-0.5271496969121677,-1.138175421587446,0.08387602776311054
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",12,410.0304046658424,406.4039708250093,413.6568385066755,-0.5546130159167205,-1.1678142484265677,0.05858821659312663
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",13,410.0304046658424,406.4039708250093,413.6568385066755,-0.5546130159167205,-1.1678142484265677,0.05858821659312663
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",14,410.0304046658424,406.4039708250093,413.6568385066755,-0.5546130159167205,-1.1678142484265677,0.05858821659312663
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",15,410.0304046658424,406.4039708250093,413.6568385066755,-0.5546130159167205,-1.1678142484265677,0.05858821659312663
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",16,410.0304046658424,406.4039708250093,413.6568385066755,-0.5546130159167205,-1.1678142484265677,0.05858821659312663
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",17,410.0395102670734,406.41535497456795,413.6636655595789,-0.5585445350198841,-1.1719610969556757,0.054872026915907535
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",18,410.0395102670734,406.41535497456795,413.6636655595789,-0.5585445350198841,-1.1719610969556757,0.054872026915907535
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",19,410.0395102670734,406.41535497456795,413.6636655595789,-0.5585445350198841,-1.1719610969556757,0.054872026915907535
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",20,410.0395102670734,406.41535497456795,413.6636655595789,-0.5585445350198841,-1.1719610969556757,0.054872026915907535
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",0,358.88769241372637,355.5561890358889,362.21919579156383,0.0,0.0,0.0
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",1,354.07537636895995,350.6728826124352,357.4778701254847,0.8857182867277019,0.24637473279456457,1.5250618406608392
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",2,354.48229356470176,351.1353350514914,357.82925207791214,0.6411750803456703,-0.06136684009582971,1.3437170007871702
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",3,354.47745702765667,351.1769937719156,357.77792028339775,0.6451942703928625,-0.032531105146425765,1.3229196459321506
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",4,354.09281033968614,350.85915508882607,357.3264655905462,0.7627471683470398,0.11964322871777167,1.405851107976308
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",5,354.55848696698666,351.2775702305622,357.8394037034111,0.6800398049369138,0.04825732687589579,1.311822282997932
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",6,354.1233571002184,350.8493002049688,357.397413995468,0.7695814128799873,0.11918500086571404,1.4199778248942605
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",7,354.0272738982571,350.8424371978721,357.2121105986421,0.761099028329492,0.12439440043881955,1.3978036562201643
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",8,354.96291065162023,351.77011148004334,358.1557098231971,0.4749981848479563,-0.17869338483774944,1.128689754533662
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",9,354.8727313277358,351.70002005800785,358.0454425974637,0.49073732968379363,-0.16146600970719932,1.1429406690747865
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",10,355.0778411218816,351.90900063517256,358.2466816085906,0.44760200512162157,-0.19514757375447406,1.0903515839977171
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",11,355.82118787023575,352.6757389242043,358.96663681626717,0.13992813630870513,-0.5493884358582181,0.8292447084756284
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",12,355.7429963179849,352.6091187807347,358.87687385523503,0.15942674206223806,-0.5282369349359639,0.84709041906044
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",13,355.73201145364453,352.5998380392445,358.86418486804456,0.16206284738179164,-0.5253697939042071,0.8494954886677905
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",14,355.73201145364453,352.5998380392445,358.86418486804456,0.16206284738179164,-0.5253697939042071,0.8494954886677905
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",15,355.9108724349864,352.77121926164745,359.05052560832536,0.11442079354424058,-0.5738557132157694,0.8026973003042507
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",16,355.9108724349864,352.77121926164745,359.05052560832536,0.11442079354424058,-0.5738557132157694,0.8026973003042507
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",17,355.98280256099275,352.84468741277266,359.12091770921285,0.09414986449390077,-0.5934378864687048,0.7817376154565062
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",18,355.98280256099275,352.84468741277266,359.12091770921285,0.09414986449390077,-0.5934378864687048,0.7817376154565062
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",19,355.97367862544104,352.8360208146924,359.1113364361897,0.09631718731008129,-0.5913682426447769,0.7840026172649396
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",20,355.8966617706259,352.76519908689096,359.0281244543608,0.11452652934850317,-0.5729771714975812,0.8020302301945875
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",0,351.05650132270165,347.76902434928263,354.34397829612067,0.0,0.0,0.0
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",1,348.7336086711768,345.52196353334693,351.94525380900666,0.13881680761141962,-0.47703135732425,0.7546649725470893
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",2,348.56757018541117,345.4206841467019,351.71445622412045,0.15889678415859157,-0.4460228014414894,0.7638163697586725
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",3,349.11277727616357,345.8774903334824,352.34806421884474,0.017131844009781842,-0.6168294860928407,0.6510931741124044
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",4,350.79462137340244,347.6140244679583,353.97521827884657,-0.5677125522055808,-1.2351709288670687,0.09974582445590718
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",5,348.7544374530063,345.55598003448875,351.9528948715238,0.1064170289853921,-0.5208026468247615,0.7336367047955457
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",6,351.75190461681854,348.6119759853528,354.8918332482843,-0.9014648685785229,-1.589316251224103,-0.21361348593294271
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",7,351.01648699242065,347.85514563740855,354.17782834743275,-0.6609749113369408,-1.340364498281723,0.018414675607841602
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",8,351.79373962843766,348.62817269325865,354.9593065636167,-0.9216504257010242,-1.622951504658939,-0.22034934674310946
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",9,351.70671256602765,348.51535080914647,354.8980743229088,-0.8763328109334835,-1.5759085376033377,-0.17675708426362924
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",10,351.64993383712243,348.4633140269115,354.83655364733335,-0.8678550843246424,-1.5705124299457633,-0.1651977387035215
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",11,351.6608727654415,348.47669172517743,354.8450538057056,-0.8710153383423318,-1.572791717966691,-0.16923895871797245
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",12,351.8155137149502,348.62725863453375,355.0037687953667,-0.9271193558787774,-1.6381554204931772,-0.21608329126437753
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",13,351.7942792678399,348.6039476764471,354.9846108592327,-0.9205231081350068,-1.6321056881356029,-0.20894052813441077
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",14,351.7292103598124,348.54234068792084,354.9160800317039,-0.9068596926051349,-1.6203371889860114,-0.19338219622425845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",15,352.06614612769926,348.8862354321624,355.24605682323613,-1.0140735162558623,-1.7301148989366821,-0.29803213357504243
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",16,352.06614612769926,348.8862354321624,355.24605682323613,-1.0140735162558623,-1.7301148989366821,-0.29803213357504243
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",17,352.06614612769926,348.8862354321624,355.24605682323613,-1.0140735162558623,-1.7301148989366821,-0.29803213357504243
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",18,352.1335023677525,348.95604829246355,355.31095644304145,-1.0352097164869596,-1.7513362111735464,-0.31908322180037274
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",19,352.1360715852316,348.95883860764394,355.31330456281927,-1.0362185597866427,-1.7524143647566972,-0.32002275481658804
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",20,352.11849576984247,348.9392490643511,355.29774247533385,-1.0259067154017238,-1.7401529685921213,-0.3116604622113264
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",0,998.3842542608573,989.8168433009671,1006.9516652207476,0.0,0.0,0.0
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",1,998.4077558811131,989.7639285883345,1007.0515831738917,-0.017784149858717933,-0.17249894384932393,0.13693064413188807
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",2,998.4077558811131,989.7639285883345,1007.0515831738917,-0.017784149858717933,-0.17249894384932393,0.13693064413188807
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",3,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",4,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",5,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",6,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",7,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",8,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",9,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",10,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",11,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",12,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",13,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",14,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",15,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",16,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",17,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",18,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",19,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",20,998.4014006965858,989.7576876628041,1007.0451137303676,-0.01704483150033739,-0.17115275526029983,0.13706309225962504
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",0,640.7688255104266,633.8895450450437,647.6481059758095,0.0,0.0,0.0
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",1,639.9217992357438,632.8835028605142,646.9600956109734,0.13468875606474273,-0.10908254737237957,0.378460059501865
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",2,640.7380038181767,633.6934147289442,647.7825929074093,-0.014655740283940288,-0.30247207055608216,0.2731605899882016
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",3,640.9158433800012,633.8743273432701,647.9573594167323,-0.04678782235635376,-0.33507365848855697,0.24149801377584945
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",4,640.9996094990082,633.9635956799874,648.035623318029,-0.06417653997247104,-0.3525817184355318,0.22422863849058977
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",5,641.0566214592701,634.0289383479678,648.0843045705724,-0.07780466594619158,-0.36802804318709836,0.21241871129471523
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",6,641.2503453518327,634.2276851056722,648.2730055979932,-0.10974981298515143,-0.3996042002510056,0.18010457428070278
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",7,641.216161879953,634.1962428586003,648.2360809013057,-0.10523003393008434,-0.3951507880990968,0.18469072023892813
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",8,641.328295310951,634.3007259643729,648.3558646575292,-0.1235323592018159,-0.4184998697440374,0.17143515134040557
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",9,641.328295310951,634.3007259643729,648.3558646575292,-0.1235323592018159,-0.4184998697440374,0.17143515134040557
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",10,643.1898517456258,636.1373458228278,650.2423576684238,-0.41725573407088173,-0.7195987584372996,-0.11491270970446382
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",11,643.1474624362872,636.092513572564,650.2024113000105,-0.40864934558762717,-0.7105897457300479,-0.10670894544520643
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",12,643.2450545732958,636.1818342765398,650.3082748700517,-0.4199846660777649,-0.7208013537826929,-0.11916797837283688
