CS,Endog.,Iteration,Cost,Low,High,LB,LBLow,LBHigh
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",1,584.7443258197281,576.3111492750891,593.1775023643672,477.3714808049042,463.1798086697296,491.5631529400788
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",2,585.0989010060099,576.8057302090402,593.3920718029796,477.3714808049042,463.1798086697296,491.5631529400788
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",3,587.937327654669,579.5326749908791,596.341980318459,477.3714808049042,463.1798086697296,491.5631529400788
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",4,588.9622370352433,580.5681027465237,597.356371323963,477.3714808049042,463.1798086697296,491.5631529400788
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",5,588.5059726971841,580.1357145648504,596.8762308295178,477.3714808049042,463.1798086697296,491.5631529400788
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",6,589.5114790224752,581.1325884225184,597.890369622432,477.3714808049042,463.1798086697296,491.5631529400788
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",7,589.8644902601211,581.4569710282699,598.2720094919723,477.3714808049042,463.1798086697296,491.5631529400788
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",8,590.27566805182,581.8652422806923,598.6860938229478,477.3714808049042,463.1798086697296,491.5631529400788
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",9,590.7119653911351,582.3526371150147,599.0712936672555,477.3714808049042,463.1798086697296,491.5631529400788
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",10,591.0296168436992,582.606135680045,599.4530980073533,477.3714808049042,463.1798086697296,491.5631529400788
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",0,509.04186773797386,500.01699762417735,518.0667378517704,421.2975150662595,408.6854391317432,433.90959100077583
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",1,491.47298119457867,484.49716646716894,498.4487959219884,421.2975150662595,408.6854391317432,433.90959100077583
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",2,491.2590700620804,484.38795677160033,498.1301833525605,421.2975150662595,408.6854391317432,433.90959100077583
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",3,490.7401629290393,483.8594475105518,497.6208783475268,421.2975150662595,408.6854391317432,433.90959100077583
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",4,485.9229732506337,479.16748817210276,492.6784583291646,421.2975150662595,408.6854391317432,433.90959100077583
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",5,486.3733122928835,479.6106801734034,493.1359444123636,421.2975150662595,408.6854391317432,433.90959100077583
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",6,486.25784304136147,479.491567100169,493.02411898255394,421.2975150662595,408.6854391317432,433.90959100077583
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",7,484.9692458659912,478.1948881032756,491.74360362870675,421.2975150662595,408.6854391317432,433.90959100077583
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",8,485.3726720952174,478.62524583105875,492.1200983593761,421.2975150662595,408.6854391317432,433.90959100077583
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",9,485.4012244531173,478.6077717716746,492.19467713456004,421.2975150662595,408.6854391317432,433.90959100077583
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",10,487.0186547154949,480.23526771967795,493.80204171131186,421.2975150662595,408.6854391317432,433.90959100077583
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",0,458.1314697815154,449.96281320587684,466.300126357154,393.796064690153,381.9791465683264,405.6129828119796
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",1,443.4789644115506,437.23435277307345,449.7235760500277,393.796064690153,381.9791465683264,405.6129828119796
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",2,440.17234872879413,433.8654989013932,446.47919855619506,393.796064690153,381.9791465683264,405.6129828119796
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",3,441.87928899071517,435.4876232621567,448.2709547192736,393.796064690153,381.9791465683264,405.6129828119796
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",4,443.54714136443044,437.1400087473531,449.9542739815078,393.796064690153,381.9791465683264,405.6129828119796
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",5,443.24102907621057,436.79534084370715,449.686717308714,393.796064690153,381.9791465683264,405.6129828119796
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",6,443.25106232943784,436.8055455306373,449.6965791282384,393.796064690153,381.9791465683264,405.6129828119796
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",7,444.1228118881582,437.6860303998087,450.5595933765077,393.796064690153,381.9791465683264,405.6129828119796
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",8,443.7294320468591,437.29354506689975,450.1653190268184,393.796064690153,381.9791465683264,405.6129828119796
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",9,443.61114420700994,437.1585506358627,450.0637377781572,393.796064690153,381.9791465683264,405.6129828119796
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",10,442.6714111873276,436.2409846834333,449.1018376912219,393.796064690153,381.9791465683264,405.6129828119796
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",0,444.7678685070621,436.74403047721466,452.7917065369095,388.27656216332673,376.60247743033716,399.9506468963163
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",1,433.720482314236,427.623918077126,439.817046551346,388.27656216332673,376.60247743033716,399.9506468963163
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",2,434.0790950107481,427.927174349408,440.23101567208823,388.27656216332673,376.60247743033716,399.9506468963163
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",3,433.2905620176843,427.12707612456046,439.45404791080813,388.27656216332673,376.60247743033716,399.9506468963163
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",4,432.9637662588351,426.7747105914706,439.15282192619964,388.27656216332673,376.60247743033716,399.9506468963163
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",5,432.62325773135217,426.4433345296705,438.80318093303384,388.27656216332673,376.60247743033716,399.9506468963163
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",6,432.92655743386143,426.73875914517606,439.1143557225468,388.27656216332673,376.60247743033716,399.9506468963163
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",7,431.9673805229972,425.7653562421429,438.1694048038515,388.27656216332673,376.60247743033716,399.9506468963163
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",8,432.0365800441189,425.85190254712666,438.2212575411112,388.27656216332673,376.60247743033716,399.9506468963163
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",9,432.774293893583,426.5568991773102,438.99168860985577,388.27656216332673,376.60247743033716,399.9506468963163
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",10,432.68867688748077,426.4586359330427,438.91871784191886,388.27656216332673,376.60247743033716,399.9506468963163
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",0,426.9338254278436,419.46174542022993,434.40590543545727,377.9633743913482,366.6042214318447,389.3225273508518
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",1,418.27007543752353,412.54020525635445,423.9999456186926,377.9633743913482,366.6042214318447,389.3225273508518
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",2,419.07028134662784,413.2809067094428,424.8596559838129,377.9633743913482,366.6042214318447,389.3225273508518
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",3,418.6908485680841,412.8383101169037,424.5433870192645,377.9633743913482,366.6042214318447,389.3225273508518
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",4,419.13087652881546,413.1998909347435,425.0618621228874,377.9633743913482,366.6042214318447,389.3225273508518
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",5,420.1259804615138,414.3047728585334,425.9471880644942,377.9633743913482,366.6042214318447,389.3225273508518
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",6,418.8971610256198,413.07568766060564,424.718634390634,377.9633743913482,366.6042214318447,389.3225273508518
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",7,418.97264036020266,413.14611425758875,424.7991664628166,377.9633743913482,366.6042214318447,389.3225273508518
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",8,418.82407620760796,412.98655541711025,424.66159699810567,377.9633743913482,366.6042214318447,389.3225273508518
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",9,418.9705578072057,413.14023742337844,424.80087819103295,377.9633743913482,366.6042214318447,389.3225273508518
"[10, 1, 20, 80]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",10,418.9668239245056,413.1371749167159,424.79647293229533,377.9633743913482,366.6042214318447,389.3225273508518
"[10, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",0,452.0217678948076,443.8108206194316,460.23271517018367,392.0962701484974,380.28631815550443,403.9062221414904
"[10, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",1,437.93047292598106,431.6448527630373,444.2160930889248,392.0962701484974,380.28631815550443,403.9062221414904
"[10, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",2,434.32042961352647,428.0090194167837,440.63183981026924,392.0962701484974,380.28631815550443,403.9062221414904
"[10, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",3,433.1086200039473,426.76524382156407,439.4519961863305,392.0962701484974,380.28631815550443,403.9062221414904
"[10, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",4,435.36444494271075,429.05375556727773,441.67513431814376,392.0962701484974,380.28631815550443,403.9062221414904
"[10, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",5,435.00504081204133,428.67006490671713,441.34001671736553,392.0962701484974,380.28631815550443,403.9062221414904
"[10, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",6,433.8793892440735,427.56753105005384,440.1912474380931,392.0962701484974,380.28631815550443,403.9062221414904
"[10, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",7,433.30425293692895,426.99011348563255,439.61839238822535,392.0962701484974,380.28631815550443,403.9062221414904
"[10, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",8,432.72658532256514,426.3941303272079,439.0590403179224,392.0962701484974,380.28631815550443,403.9062221414904
"[10, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",9,433.24312447493827,426.9255512958669,439.56069765400963,392.0962701484974,380.28631815550443,403.9062221414904
"[10, 1, 20, 80]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",10,433.30758414957984,427.0078931846464,439.6072751145133,392.0962701484974,380.28631815550443,403.9062221414904
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",0,1383.298718650661,1375.126989105466,1391.4704481958559,1175.0518992555685,1141.2277415463595,1208.8760569647775
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",1,1279.7766309847316,1274.8965491477816,1284.6567128216816,1175.0518992555685,1141.2277415463595,1208.8760569647775
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",2,1257.558103706139,1252.6067717180606,1262.5094356942175,1175.0518992555685,1141.2277415463595,1208.8760569647775
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",3,1244.8090963633647,1239.567522681658,1250.0506700450715,1175.0518992555685,1141.2277415463595,1208.8760569647775
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",4,1240.587728243661,1235.25740533258,1245.9180511547422,1175.0518992555685,1141.2277415463595,1208.8760569647775
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",5,1238.9881574459982,1233.6423427157076,1244.3339721762889,1175.0518992555685,1141.2277415463595,1208.8760569647775
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",6,1239.1920490305163,1233.8577244939643,1244.5263735670683,1175.0518992555685,1141.2277415463595,1208.8760569647775
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",7,1238.0940944870827,1232.6903995716189,1243.4977894025465,1175.0518992555685,1141.2277415463595,1208.8760569647775
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",8,1235.6464790580949,1230.2458026546924,1241.0471554614974,1175.0518992555685,1141.2277415463595,1208.8760569647775
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",9,1235.3567485771214,1229.943885740554,1240.7696114136888,1175.0518992555685,1141.2277415463595,1208.8760569647775
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",10,1235.8218737905984,1230.4716012238143,1241.1721463573824,1175.0518992555685,1141.2277415463595,1208.8760569647775
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",0,1302.3003186130352,1294.061228786027,1310.5394084400434,1018.8947920131651,989.641947083534,1048.1476369427962
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",1,1104.6011913889854,1100.6691644535688,1108.533218324402,1018.8947920131651,989.641947083534,1048.1476369427962
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",2,1075.5702249330752,1071.2966313381164,1079.843818528034,1018.8947920131651,989.641947083534,1048.1476369427962
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",3,1074.1425822512567,1069.819150510571,1078.4660139919424,1018.8947920131651,989.641947083534,1048.1476369427962
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",4,1073.164544349391,1068.6911958412843,1077.6378928574977,1018.8947920131651,989.641947083534,1048.1476369427962
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",5,1070.304187981071,1065.903068040201,1074.7053079219409,1018.8947920131651,989.641947083534,1048.1476369427962
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",6,1062.459671617014,1058.0829527079568,1066.8363905260712,1018.8947920131651,989.641947083534,1048.1476369427962
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",7,1059.4448481141205,1055.0079332071475,1063.8817630210935,1018.8947920131651,989.641947083534,1048.1476369427962
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",8,1058.74719281561,1054.3024209149357,1063.1919647162845,1018.8947920131651,989.641947083534,1048.1476369427962
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",9,1059.7993598633093,1055.315331898327,1064.2833878282916,1018.8947920131651,989.641947083534,1048.1476369427962
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.05, -0.1, -0.15, -0.2]",10,1060.1339941757553,1055.6414520227597,1064.626536328751,1018.8947920131651,989.641947083534,1048.1476369427962
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",0,1291.8818461302471,1283.6289621263797,1300.1347301341145,954.1306987646038,926.8689836837053,981.3924138455023
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",1,1053.3072075686023,1049.4543045726664,1057.1601105645382,954.1306987646038,926.8689836837053,981.3924138455023
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",2,1013.0095456857912,1008.914607180936,1017.1044841906464,954.1306987646038,926.8689836837053,981.3924138455023
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",3,1002.3171921252874,998.2594432402698,1006.3749410103051,954.1306987646038,926.8689836837053,981.3924138455023
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",4,993.8456335218541,989.6535616936409,998.0377053500673,954.1306987646038,926.8689836837053,981.3924138455023
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",5,993.4950162625175,989.3208432866293,997.6691892384058,954.1306987646038,926.8689836837053,981.3924138455023
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",6,993.698158526788,989.523277947747,997.873039105829,954.1306987646038,926.8689836837053,981.3924138455023
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",7,993.6057976168345,989.4523180262905,997.7592772073784,954.1306987646038,926.8689836837053,981.3924138455023
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",8,993.6269006893509,989.4710084178981,997.7827929608037,954.1306987646038,926.8689836837053,981.3924138455023
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",9,991.6193923759729,987.4491002637712,995.7896844881745,954.1306987646038,926.8689836837053,981.3924138455023
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.08, -0.09]",10,991.3302801888624,987.140986494117,995.5195738836078,954.1306987646038,926.8689836837053,981.3924138455023
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",0,1289.0339841853286,1280.7484782782335,1297.3194900924236,940.8846072595607,914.0347158244545,967.7344986946669
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",1,1032.8741481329803,1029.2191755271738,1036.5291207387868,940.8846072595607,914.0347158244545,967.7344986946669
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",2,991.591385544138,987.8108854477705,995.3718856405055,940.8846072595607,914.0347158244545,967.7344986946669
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",3,979.4988653217333,975.609562692596,983.3881679508706,940.8846072595607,914.0347158244545,967.7344986946669
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",4,975.4109053399267,971.532713780658,979.2890968991953,940.8846072595607,914.0347158244545,967.7344986946669
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",5,973.8890487193602,970.0394661376881,977.7386313010322,940.8846072595607,914.0347158244545,967.7344986946669
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",6,971.0906323588192,967.1964533775202,974.9848113401182,940.8846072595607,914.0347158244545,967.7344986946669
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",7,968.91430338537,964.9897110858237,972.8388956849162,940.8846072595607,914.0347158244545,967.7344986946669
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",8,968.3078971620835,964.3707277457212,972.2450665784457,940.8846072595607,914.0347158244545,967.7344986946669
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",9,968.2819759582281,964.3419977240659,972.2219541923904,940.8846072595607,914.0347158244545,967.7344986946669
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, -0.03, -0.06, -0.03, -0.09]",10,967.8664562985632,963.9260475299486,971.8068650671778,940.8846072595607,914.0347158244545,967.7344986946669
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",0,1287.53996669949,1279.2470394852664,1295.8328939137134,925.1552698790683,898.8162856413824,951.4942541167543
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",1,1019.4277996732451,1015.7147000641048,1023.1408992823854,925.1552698790683,898.8162856413824,951.4942541167543
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",2,982.0900215619556,978.291398118436,985.8886450054753,925.1552698790683,898.8162856413824,951.4942541167543
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",3,971.4336925664833,967.5117166668215,975.3556684661451,925.1552698790683,898.8162856413824,951.4942541167543
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",4,964.8781130672511,960.9124933756092,968.843732758893,925.1552698790683,898.8162856413824,951.4942541167543
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",5,963.0700039847572,959.1171448722571,967.0228630972574,925.1552698790683,898.8162856413824,951.4942541167543
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",6,962.7585177487533,958.8073179814753,966.7097175160313,925.1552698790683,898.8162856413824,951.4942541167543
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",7,961.7878964073248,957.814108520026,965.7616842946235,925.1552698790683,898.8162856413824,951.4942541167543
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",8,960.0159926998335,956.0604890520176,963.9714963476495,925.1552698790683,898.8162856413824,951.4942541167543
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",9,959.6825405993676,955.7182321679168,963.6468490308184,925.1552698790683,898.8162856413824,951.4942541167543
"[100, 1, 20, 5]","[1.9, 3.1, 3.1, 2.5, 0.0, 0.0, 0.0, 0.0]",10,959.005646788743,955.0322006876739,962.979092889812,925.1552698790683,898.8162856413824,951.4942541167543
"[100, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",0,1289.0223666298584,1280.736985528708,1297.307747731009,935.6332973706417,908.9491645628755,962.3174301784079
"[100, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",1,1035.6145975772974,1031.9278285074358,1039.301366647159,935.6332973706417,908.9491645628755,962.3174301784079
"[100, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",2,991.3052365906287,987.5301306571013,995.0803425241562,935.6332973706417,908.9491645628755,962.3174301784079
"[100, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",3,981.9884956666488,978.1141791299598,985.8628122033377,935.6332973706417,908.9491645628755,962.3174301784079
"[100, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",4,978.766167159595,974.8420259795611,982.690308339629,935.6332973706417,908.9491645628755,962.3174301784079
"[100, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",5,973.3800045018385,969.4535298621954,977.3064791414815,935.6332973706417,908.9491645628755,962.3174301784079
"[100, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",6,971.3157575957616,967.4407577820733,975.1907574094499,935.6332973706417,908.9491645628755,962.3174301784079
"[100, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",7,970.5806232390393,966.6966065780858,974.4646398999927,935.6332973706417,908.9491645628755,962.3174301784079
"[100, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",8,970.5806232390393,966.6966065780858,974.4646398999927,935.6332973706417,908.9491645628755,962.3174301784079
"[100, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",9,969.933687027134,966.0508167615882,973.8165572926799,935.6332973706417,908.9491645628755,962.3174301784079
"[100, 1, 20, 5]","[1.6, 2.6, 2.8, 1.6, 0.0, 0.0, 0.0, 0.0]",10,969.483731490045,965.6130720776247,973.3543909024653,935.6332973706417,908.9491645628755,962.3174301784079
"[100, 1, 20, 20]","[1.9, 3.1, 3.1, 2.5, -0.1, -0.2, -0.3, -0.4]",0,1564.4666877484667,1554.4541466247913,1574.4792288721421,1306.600540670257,1268.8489447199822,1344.3521366205318
