CS,Endog.,Iteration,OptGap,Low,High,Cost,Optimal
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.4]",14,0.0542640403168402,-0.0019305886847642423,0.11045866931844464,524.9777455957441,524.6975200120742
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.4]",15,0.0542640403168402,-0.0019305886847642423,0.11045866931844464,524.9777455957441,524.6975200120742
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.4]",16,0.0542640403168402,-0.0019305886847642423,0.11045866931844464,524.9777455957441,524.6975200120742
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.4]",17,0.0542640403168402,-0.0019305886847642423,0.11045866931844464,524.9777455957441,524.6975200120742
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.4]",18,0.0542640403168402,-0.0019305886847642423,0.11045866931844464,524.9777455957441,524.6975200120742
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.4]",19,0.0542640403168402,-0.0019305886847642423,0.11045866931844464,524.9777455957441,524.6975200120742
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.4]",20,0.0542640403168402,-0.0019305886847642423,0.11045866931844464,524.9777455957441,524.6975200120742
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",0,1.4475590087848995,0.9388015548930341,1.956316462676765,389.75597226403534,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",1,1.233433692266517,0.8185061884754283,1.6483611960576057,389.1803001274982,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",2,0.9679609836087999,0.49833809768668846,1.4375838695309113,387.8451753861238,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",3,1.2238976004098905,0.7473360400004608,1.70045916081932,388.77981214212934,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",4,1.2558755826009682,0.7848953141519834,1.726855851049953,388.8608042201737,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",5,1.4662262435082813,0.9514720827565141,1.9809804042600487,389.37717152228083,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",6,1.4642770846756545,0.9467680579263124,1.9817861114249968,389.35780455137717,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",7,1.5311632315493924,1.0136114557035063,2.0487150073952787,389.64368296343696,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",8,1.567386479128317,1.066856905651313,2.067916052605321,389.83988002936576,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",9,1.4748677064541016,0.9656618160193344,1.9840735968888688,389.4399812048414,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",10,1.5135974014216849,0.998306500401899,2.028888302441471,389.51577577377225,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",11,1.4942794411299194,0.9789788827453902,2.0095799995144485,389.4217990006908,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",12,1.5197521231574695,1.003863975840963,2.035640270473976,389.5288844325503,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",13,1.5197521231574695,1.003863975840963,2.035640270473976,389.5288844325503,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",14,1.5197521231574695,1.003863975840963,2.035640270473976,389.5288844325503,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",15,1.5197521231574695,1.003863975840963,2.035640270473976,389.5288844325503,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",16,1.5197521231574695,1.003863975840963,2.035640270473976,389.5288844325503,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",17,1.5237667964590753,1.0075137150585431,2.0400198778596073,389.5375347537197,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",18,1.5237667964590753,1.0075137150585431,2.0400198778596073,389.5375347537197,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",19,1.5237667964590753,1.0075137150585431,2.0400198778596073,389.5375347537197,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",20,1.5237667964590753,1.0075137150585431,2.0400198778596073,389.5375347537197,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",0,2.486422050043162,1.8352504282366657,3.1375936718496584,340.94330779304005,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",1,0.9441137122059795,0.3561745797396294,1.5320528446723296,336.3716075505119,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",2,1.184954746240407,0.5259116572916768,1.8439978351891373,336.7581788864667,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",3,1.2344488760541732,0.56932939231101,1.8995683597973363,336.75358417627376,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",4,1.2330821641040999,0.5332109128708787,1.932953415337321,336.3881698227018,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",5,1.3525463518278193,0.6432812036381285,2.06181150001751,336.8305626186373,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",6,1.2019065892746512,0.5098259140522885,1.893987264497014,336.41718924520745,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",7,1.1730575593957524,0.5180726370792081,1.8280424817122967,336.32591020334416,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",8,1.457955837845052,0.7895901572914953,2.1263215183986084,337.2147651190392,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",9,1.439431566791521,0.7742866270634599,2.104576506519582,337.12909476134894,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",10,1.5329632531178474,0.8485876292514282,2.217338876984267,337.32394906578753,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",11,1.830950413305604,1.1083634546242416,2.5535373719869665,338.030128476724,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",12,1.8045450348952448,1.0879402114313872,2.5211498583591023,337.95584650208565,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",13,1.802068448752252,1.0855534950642092,2.518583402440295,337.94541088096224,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",14,1.802068448752252,1.0855534950642092,2.518583402440295,337.94541088096224,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",15,1.8463529346108503,1.1312923467222669,2.561413522499434,338.11532881323706,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",16,1.8463529346108503,1.1312923467222669,2.561413522499434,338.11532881323706,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",17,1.8679061015197962,1.1530149546684672,2.5827972483711252,338.1836624329431,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",18,1.8679061015197962,1.1530149546684672,2.5827972483711252,338.1836624329431,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",19,1.8652824581333696,1.15050748331029,2.5800574329564494,338.17499469416896,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.2, 0.4]",20,1.8488164025746405,1.1327922817096256,2.5648405234396554,338.1018286820946,334.7705353687276
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",0,1.942016055122976,1.3455864752571276,2.5384456349888245,333.50367625656656,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",1,1.29892632885678,0.7059194983324959,1.8919331593810642,331.2969282376179,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",2,1.3121808750013801,0.7073417450215868,1.9170200049811736,331.1391916761405,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",3,1.492238920313002,0.8314666597235838,2.1530111809024204,331.6571384123553,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",4,2.087360002621302,1.3927243833487157,2.7819956218938886,333.25489030473227,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",5,1.3849561535322272,0.7448747113753748,2.0250375956890796,331.31671558035595,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",6,2.4459800425576597,1.7197957311082006,3.1721643540071187,334.1643093859775,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",7,2.197878488186128,1.4831040801472501,2.9126528962250062,333.4656626427996,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",8,2.445499717685776,1.7189273909126113,3.1720720444589405,334.2040526470157,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",9,2.4069805453175133,1.6782327811834907,3.135728309451536,334.12137693772615,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",10,2.3899464898211016,1.6623444155512006,3.1175485640910026,334.06743714526635,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",11,2.3916065848490082,1.6659893969010804,3.117223772796936,334.07782912716937,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",12,2.4314730142902046,1.7068722695452916,3.1560737590351176,334.22473802920274,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",13,2.426421816360732,1.7001058460140859,3.1527377867073776,334.2045653044479,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",14,2.410663687719325,1.6837773097152864,3.1375500657233637,334.14274984182174,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",15,2.524291130713597,1.7920895661646603,3.256492695262534,334.4628388213143,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",16,2.524291130713597,1.7920895661646603,3.256492695262534,334.4628388213143,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",17,2.524291130713597,1.7920895661646603,3.256492695262534,334.4628388213143,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",18,2.5460155394793254,1.8136422773862384,3.2783888015724125,334.52682724936494,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",19,2.5469890685403427,1.8145737116757634,3.279404425404922,334.52926800597,328.59639440979845
"[10, 1, 20, 5]","[1, 0.5, 0.4, 0.8]",20,2.5377293408835846,1.806642870122173,3.268815811644996,334.5125709813504,328.59639440979845
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",0,0.12787161872357297,0.005490659611904092,0.25025257783524185,948.4650415478146,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",1,0.1326811323297084,-0.03797670922221963,0.30333897388163644,948.4873680870575,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",2,0.1326811323297084,-0.03797670922221963,0.30333897388163644,948.4873680870575,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",3,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",4,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",5,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",6,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",7,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",8,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",9,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",10,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",11,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",12,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",13,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",14,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",15,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",16,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",17,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",18,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",19,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.4, -0.8]",20,0.13195653452810768,-0.03818988055073086,0.3021029496069462,948.4813306617565,947.5011482753288
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",0,0.12367785691222767,-0.08501085762432299,0.33236657144877835,758.4004406801852,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",1,0.4692301626207362,0.20115839730192425,0.7373019279395481,760.7490882282639,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",2,0.4558953599387311,0.19080247268459127,0.7209882471928709,760.6834275377529,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",3,0.4638794334001634,0.19787805905399602,0.7298808077463308,760.7509399804081,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",4,0.4638794334001634,0.19787805905399602,0.7298808077463308,760.7509399804081,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",5,0.4638794334001634,0.19787805905399602,0.7298808077463308,760.7509399804081,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",6,0.4638299055202491,0.19782896203619016,0.7298308490043081,760.7505922883158,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",7,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",8,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",9,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",10,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",11,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",12,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",13,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",14,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",15,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",16,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",17,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",18,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",19,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.4]",20,0.46879036384720085,0.20294960965152703,0.7346311180428746,760.784220075326,758.0979253483803
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",0,4.482094832510494,3.9201238595786956,5.044065805442293,543.3831052204862,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",1,1.4099565330521542,0.9271849700500805,1.8927280960542279,528.869726563544,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",2,1.1484119444200593,0.7111902663128766,1.585633622527242,527.7168208759415,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",3,1.186209255855692,0.7522058348851693,1.6202126768262146,527.9352532315887,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",4,1.4170128952263183,0.9715906578294733,1.8624351326231634,529.0113396561657,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",5,1.3867425679921377,0.948755865380855,1.8247292706034204,528.882031657827,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",6,1.4039178715699783,0.9601325164101334,1.847703226729823,528.9623338797575,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",7,1.4039178715699783,0.9601325164101334,1.847703226729823,528.9623338797575,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",8,1.4039178715699783,0.9601325164101334,1.847703226729823,528.9623338797575,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",9,1.4039178715699783,0.9601325164101334,1.847703226729823,528.9623338797575,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",10,1.4039178715699783,0.9601325164101334,1.847703226729823,528.9623338797575,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",11,1.4397960277542678,0.9920590714628985,1.8875329840456372,529.15721724203,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",12,1.4397960277542678,0.9920590714628985,1.8875329840456372,529.15721724203,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",13,1.4397960277542678,0.9920590714628985,1.8875329840456372,529.15721724203,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",14,1.4397960277542678,0.9920590714628985,1.8875329840456372,529.15721724203,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",15,1.4397960277542678,0.9920590714628985,1.8875329840456372,529.15721724203,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",16,1.4397960277542678,0.9920590714628985,1.8875329840456372,529.15721724203,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",17,1.4397960277542678,0.9920590714628985,1.8875329840456372,529.15721724203,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",18,1.4397960277542678,0.9920590714628985,1.8875329840456372,529.15721724203,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",19,1.4397960277542678,0.9920590714628985,1.8875329840456372,529.15721724203,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.0, 0.0]",20,1.4397960277542678,0.9920590714628985,1.8875329840456372,529.15721724203,522.7155964723725
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",0,8.242769779186169,7.4363456598582625,9.049193898514076,446.87748732657576,416.454136444324
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",1,4.519897203536048,3.7799833081954386,5.259811098876657,432.5473201342874,416.454136444324
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",2,4.9253864956719715,4.177600659527394,5.6731723318165495,434.0762487727624,416.454136444324
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",3,5.198489885732817,4.435072624586749,5.961907146878885,435.15123033820464,416.454136444324
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",4,5.013766751172638,4.258200148717425,5.769333353627852,434.41184402621985,416.454136444324
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",5,4.896465824253385,4.139329194475352,5.653602454031417,433.83661997659505,416.454136444324
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",6,4.771153401468762,4.035064949293596,5.5072418536439285,433.3307890315842,416.454136444324
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",7,4.595188419825931,3.858035722329889,5.332341117321972,432.63752074447893,416.454136444324
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",8,4.575683286568907,3.837900752392471,5.313465820745343,432.5707505344985,416.454136444324
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",9,4.573124955897288,3.835499921361427,5.31074999043315,432.55215629281565,416.454136444324
"[10, 1, 20, 20]","[1, 0.5, 0.2, 0.4]",10,4.016630155062219,3.3401129488338777,4.693147361290561,430.6720145012903,416.454136444324
