CS,Endog.,Iteration,OptGap,Low,High,Cost,Optimal
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",19,0.515627458674196,0.25653000647549423,0.7747249108728977,435.87114389893736,433.9978966004463
"[10, 1, 20, 5]","[1, 0.5, -0.2, -0.1]",20,0.515627458674196,0.25653000647549423,0.7747249108728977,435.87114389893736,433.9978966004463
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",0,0.6232371846606062,0.29514824537943757,0.9513261239417747,407.5034466001843,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",1,0.7173508665416983,0.33466369987012684,1.1000380332132698,407.7132284797386,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",2,0.5706273249723153,0.1909594224181418,0.9502952275264888,407.2245637531119,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",3,0.7254440936869383,0.34270520836561913,1.1081829790082574,407.7861979892585,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",4,0.7520969148398622,0.37088104860913307,1.1333127810705914,407.9224889318243,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",5,0.7228415541727823,0.3466747133252262,1.0990083950203384,407.8464563279833,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",6,0.710032099504788,0.33489791047630973,1.0851662885332662,407.79631008709697,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",7,0.710032099504788,0.33489791047630973,1.0851662885332662,407.79631008709697,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",8,0.714909061533963,0.3414392860307545,1.0883788370371716,407.8258851371306,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",9,0.7096097126703435,0.33720352620359584,1.0820158991370912,407.8009654424649,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",10,0.7145043989865396,0.34455649407521854,1.0844523038978606,407.8234642171823,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",11,0.6967532694513812,0.32616906659564454,1.0673374723071178,407.73361986083904,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",12,0.6967532694513812,0.32616906659564454,1.0673374723071178,407.73361986083904,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",13,0.6967532694513812,0.32616906659564454,1.0673374723071178,407.73361986083904,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",14,0.6967532694513812,0.32616906659564454,1.0673374723071178,407.73361986083904,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",15,0.646152339977161,0.2767457137338605,1.0155589662204616,407.5382994892542,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",16,0.6257968460585885,0.2560634524523227,0.9955302396648544,407.4515172670827,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",17,0.6257968460585885,0.2560634524523227,0.9955302396648544,407.4515172670827,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",18,0.6353565588714618,0.26620380949658246,1.0045093082463412,407.5002763449292,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",19,0.6353565588714618,0.26620380949658246,1.0045093082463412,407.5002763449292,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, -0.1, -0.05]",20,0.6353565588714618,0.26620380949658246,1.0045093082463412,407.5002763449292,405.5472987568091
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",0,1.4475590087848995,0.9388015548930341,1.956316462676765,389.75597226403534,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",1,1.233433692266517,0.8185061884754283,1.6483611960576057,389.1803001274982,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",2,0.9679609836087999,0.49833809768668846,1.4375838695309113,387.8451753861238,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",3,1.2238976004098905,0.7473360400004608,1.70045916081932,388.77981214212934,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",4,1.2558755826009682,0.7848953141519834,1.726855851049953,388.8608042201737,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",5,1.4662262435082813,0.9514720827565141,1.9809804042600487,389.37717152228083,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",6,1.4642770846756545,0.9467680579263124,1.9817861114249968,389.35780455137717,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",7,1.5311632315493924,1.0136114557035063,2.0487150073952787,389.64368296343696,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",8,1.567386479128317,1.066856905651313,2.067916052605321,389.83988002936576,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",9,1.4748677064541016,0.9656618160193344,1.9840735968888688,389.4399812048414,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",10,1.5135974014216849,0.998306500401899,2.028888302441471,389.51577577377225,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",11,1.4942794411299194,0.9789788827453902,2.0095799995144485,389.4217990006908,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",12,1.5197521231574695,1.003863975840963,2.035640270473976,389.5288844325503,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",13,1.5197521231574695,1.003863975840963,2.035640270473976,389.5288844325503,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",14,1.5197521231574695,1.003863975840963,2.035640270473976,389.5288844325503,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",15,1.5197521231574695,1.003863975840963,2.035640270473976,389.5288844325503,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",16,1.5197521231574695,1.003863975840963,2.035640270473976,389.5288844325503,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",17,1.5237667964590753,1.0075137150585431,2.0400198778596073,389.5375347537197,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",18,1.5237667964590753,1.0075137150585431,2.0400198778596073,389.5375347537197,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",19,1.5237667964590753,1.0075137150585431,2.0400198778596073,389.5375347537197,385.4060198547951
"[10, 1, 20, 5]","[1, 0.5, 0.0, 0.0]",20,1.5237667964590753,1.0075137150585431,2.0400198778596073,389.5375347537197,385.4060198547951
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",0,1.000738707964164,0.7551378756510705,1.2463395402772577,640.9414969516263,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",1,1.1936220904383614,0.879527728435048,1.5077164524416748,642.0527434143365,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",2,1.2484288950852376,0.9366203973272715,1.5602373928432036,642.4249805853343,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",3,1.2939963271646413,0.9789579030871907,1.609034751242092,642.6897300382276,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",4,1.2939963271646413,0.9789579030871907,1.609034751242092,642.6897300382276,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",5,1.2929968208538922,0.9785065367978258,1.6074871049099586,642.6636538091841,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",6,1.2929968208538922,0.9785065367978258,1.6074871049099586,642.6636538091841,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",7,1.2929968208538922,0.9785065367978258,1.6074871049099586,642.6636538091841,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",8,1.2911213363560567,0.9766742919986018,1.6055683807135117,642.6539378640254,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",9,1.2885279855060008,0.9741470244323636,1.602908946579638,642.6391897032331,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",10,1.2885279855060008,0.9741470244323636,1.602908946579638,642.6391897032331,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",11,1.2885279855060008,0.9741470244323636,1.602908946579638,642.6391897032331,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",12,1.2885279855060008,0.9741470244323636,1.602908946579638,642.6391897032331,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",13,1.2885279855060008,0.9741470244323636,1.602908946579638,642.6391897032331,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",14,1.2885279855060008,0.9741470244323636,1.602908946579638,642.6391897032331,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",15,1.2885279855060008,0.9741470244323636,1.602908946579638,642.6391897032331,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",16,1.2885279855060008,0.9741470244323636,1.602908946579638,642.6391897032331,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",17,1.2885279855060008,0.9741470244323636,1.602908946579638,642.6391897032331,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",18,1.2885279855060008,0.9741470244323636,1.602908946579638,642.6391897032331,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",19,1.2885279855060008,0.9741470244323636,1.602908946579638,642.6391897032331,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.2]",20,1.2885279855060008,0.9741470244323636,1.602908946579638,642.6391897032331,635.3024577918628
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",0,2.5995980489825445,2.1593613954377076,3.0398347025273815,590.8347370499631,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",1,0.6112281058879971,0.3255022833561448,0.8969539284198496,580.6194163894742,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",2,0.6778980178162588,0.3842221901461915,0.9715738454863261,580.9201234145334,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",3,0.7311955174923823,0.4381580566541512,1.0242329783306134,581.2334666020714,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",4,0.6774520871569276,0.39570839331832575,0.9591957809955295,581.0431475536051,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",5,0.9718296434561691,0.6708558886758316,1.2728033982365066,582.6992741107317,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",6,0.6711471627939686,0.3904736263850064,0.9518206992029308,580.9622636521879,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",7,0.7051229398268269,0.41034838033398974,0.9998974993196641,581.1117772858669,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",8,0.673553731585999,0.3810159307830811,0.9660915323889168,580.9825138849293,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",9,0.673553731585999,0.3810159307830811,0.9660915323889168,580.9825138849293,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",10,0.9880929580922279,0.6762449965968351,1.2999409195876206,582.7367293356191,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",11,0.6612448140366516,0.3708568428342661,0.951632785239037,580.9157978905408,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",12,0.6427454414174881,0.3537115199721368,0.9317793628628395,580.8120930524217,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",13,0.9767914041982831,0.6706038838233724,1.282978924573194,582.6728102014619,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",14,0.6833655042937664,0.3941600596045035,0.9725709489830293,580.9919914120444,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",15,0.6833655042937664,0.3941600596045035,0.9725709489830293,580.9919914120444,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",16,0.6833655042937664,0.3941600596045035,0.9725709489830293,580.9919914120444,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",17,0.6833655042937664,0.3941600596045035,0.9725709489830293,580.9919914120444,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",18,0.6833655042937664,0.3941600596045035,0.9725709489830293,580.9919914120444,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",19,0.6833655042937664,0.3941600596045035,0.9725709489830293,580.9919914120444,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.05, -0.1]",20,0.6833655042937664,0.3941600596045035,0.9725709489830293,580.9919914120444,577.6263129146097
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",0,0.35271895986754076,0.13550138764441913,0.5699365320906624,608.7303842349055,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",1,0.11204915461973956,-0.04718626375542313,0.2712845729949023,607.9257092739566,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",2,0.2629848530223103,0.04063630649427388,0.4853333995503467,608.7011036272678,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",3,0.29844721909427874,0.06983268271577103,0.5270617554727864,608.8700512110012,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",4,0.31656918408684576,0.08674495270253196,0.5463934154711596,608.9496290240578,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",5,0.32926578898080255,0.09882031502490474,0.5597112629367004,609.0037903863067,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",6,0.36176349185915374,0.1310752684244838,0.5924517152938237,609.187828084241,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",7,0.35726094179357004,0.12643905035956085,0.5880828332275793,609.1553537859553,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",8,0.3764327368439587,0.13836471321042693,0.6145007604774906,609.2618805454036,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",9,0.3764327368439587,0.13836471321042693,0.6145007604774906,609.2618805454036,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",10,0.6797604984063109,0.41940248778312944,0.9401185090294923,611.0303591583446,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",11,0.671264357785332,0.41119719643381336,0.9313315191368506,610.9900893144728,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",12,0.6827875519062568,0.4237047589659813,0.9418703448465324,611.0828018446309,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",13,0.6827875519062568,0.4237047589659813,0.9418703448465324,611.0828018446309,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",14,0.6827875519062568,0.4237047589659813,0.9418703448465324,611.0828018446309,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",15,0.6827875519062568,0.4237047589659813,0.9418703448465324,611.0828018446309,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",16,0.6669518653843106,0.4098318597541637,0.9240718710144575,611.0288991308028,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",17,0.6669518653843106,0.4098318597541637,0.9240718710144575,611.0288991308028,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",18,0.6669518653843106,0.4098318597541637,0.9240718710144575,611.0288991308028,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",19,0.6669518653843106,0.4098318597541637,0.9240718710144575,611.0288991308028,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.2, -0.1]",20,0.6279664171089393,0.37729965192846754,0.8786331822894111,610.8075079916997,607.3703368596587
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.05]",0,1.1264348339655006,0.7679093178310936,1.4849603500999076,560.4196437717154,555.5508054529969
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.05]",1,0.6121448440271647,0.26508574206354923,0.9592039459907802,558.1679583690717,555.5508054529969
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.05]",2,0.5934627554520381,0.263528144651802,0.9233973662522741,558.0651975793447,555.5508054529969
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.05]",3,0.6604856603487167,0.3163137928064243,1.004657527891009,558.3696000008015,555.5508054529969
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.05]",4,0.6452777128376922,0.300312132630482,0.9902432930449023,558.2875081561364,555.5508054529969
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.05]",5,0.6452777128376922,0.300312132630482,0.9902432930449023,558.2875081561364,555.5508054529969
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.05]",6,0.6452777128376922,0.300312132630482,0.9902432930449023,558.2875081561364,555.5508054529969
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.05]",7,0.6452777128376922,0.300312132630482,0.9902432930449023,558.2875081561364,555.5508054529969
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.05]",8,0.6452777128376922,0.300312132630482,0.9902432930449023,558.2875081561364,555.5508054529969
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.05]",9,0.6452777128376922,0.300312132630482,0.9902432930449023,558.2875081561364,555.5508054529969
"[10, 1, 20, 20]","[1, 0.5, -0.1, -0.05]",10,0.6652428315329738,0.3197113650356056,1.010774298030342,558.3879267572523,555.5508054529969
